"CASEID","ALTERID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","TALKTO","SPOUSE","KIN"
19850846,1,52,12,"white","female","protestant","50s","HS",2,2,1
19850846,2,58,3.5,"white","male","protestant","50s","No HS",2,2,1
19850846,3,42,12,"white","male","other","40s","HS",4,2,0
19850847,1,37,14,"white","male","protestant","30s","Some College",1,1,1
19850847,2,37,16,"white","female","protestant","30s","College",1,2,0
19850848,1,30,11,"white","female","protestant","30s","No HS",1,2,1
19850848,2,31,11,"white","male","catholic","30s","No HS",1,2,1
19850849,1,57,12,"white","male","protestant","50s","HS",4,2,1
19850849,2,38,16,"white","male","protestant","30s","College",1,2,1
19850849,3,43,13,"white","male","protestant","40s","Some College",1,2,1
19850849,4,64,12,"white","male","protestant","60+","HS",1,1,1
19850850,1,42,12,"white","female","protestant","40s","HS",1,1,1
19850850,2,46,18,"white","male","protestant","40s","Post Graduate",1,2,0
19850850,3,40,18,"white","male",NA,"40s","Post Graduate",2,2,0
19850850,4,41,18,"white","male",NA,"40s","Post Graduate",1,2,0
19850850,5,17,11,"white","male","protestant","20s","No HS",1,2,1
19850851,1,68,12,"white","male","protestant","60+","HS",2,2,1
19850851,2,46,18,"white","male","protestant","40s","Post Graduate",1,1,1
19850851,3,39,18,"white","female","protestant","30s","Post Graduate",2,2,0
19850851,4,42,12,"white","female","protestant","40s","HS",3,2,1
19850852,1,42,12,"white","female","protestant","40s","HS",1,1,1
19850852,2,20,13,"white","male","protestant","20s","Some College",1,2,1
19850852,3,63,12,"white","male","protestant","60+","HS",2,2,0
19850853,1,41,8,"white","female","protestant","40s","No HS",1,2,0
19850853,2,46,12,"white","female","protestant","40s","HS",2,2,0
19850853,3,35,13,"white","female","protestant","30s","Some College",3,2,0
19850853,4,35,8,"white","female","protestant","30s","No HS",3,2,0
19850854,1,38,12,"white","male","protestant","30s","HS",1,2,0
19850854,2,28,12,"white","male","protestant","20s","HS",1,2,0
19850854,3,32,14,"white","female","protestant","30s","Some College",1,1,1
19850855,1,58,12,"white","female","protestant","50s","HS",1,2,1
19850856,1,37,12,"white","female","protestant","30s","HS",1,2,0
19850856,2,60,12,"white","female","protestant","60+","HS",2,2,0
19850856,3,22,13,"white","female","protestant","20s","Some College",1,2,0
19850856,4,57,12,"white","female","protestant","50s","HS",2,2,0
19850857,1,45,16,"white","male","protestant","40s","College",2,2,0
19850857,2,40,16,"white","male","protestant","40s","College",2,2,0
19850857,3,65,12,"white","male","protestant","60+","HS",1,2,0
19850858,1,77,13,"white","male","protestant","60+","Some College",2,2,0
19850858,2,82,12,"white","male","protestant","60+","HS",2,2,0
19850858,3,68,12,"white","male","none","60+","HS",1,2,0
19850859,1,62,12,"white","female","protestant","60+","HS",4,2,1
19850859,2,40,12,"white","male","protestant","40s","HS",2,2,1
19850859,3,NA,NA,"white","female","protestant",NA,NA,2,2,1
19850859,4,NA,12,"white","female",NA,NA,"HS",3,2,1
19850860,1,65,8,"white","female","protestant","60+","No HS",2,2,1
19850860,2,81,8,"white","female","protestant","60+","No HS",2,2,1
19850860,3,75,12,"white","female","protestant","60+","HS",2,2,0
19850860,4,62,12,"white","female","protestant","60+","HS",2,2,0
19850861,1,53,8,"white","female","protestant","50s","No HS",1,1,1
19850861,2,83,8,"white","male","protestant","60+","No HS",2,2,1
19850861,3,63,8,"white","female","protestant","60+","No HS",2,2,1
19850862,1,48,8,"white","male","protestant","40s","No HS",1,2,1
19850862,2,45,12,"white","female","protestant","40s","HS",1,2,1
19850862,3,26,12,"white","male","protestant","20s","HS",1,2,1
19850862,4,25,13,"white","female","protestant","20s","Some College",1,2,1
19850863,1,25,13,"white","male","protestant","20s","Some College",2,2,0
19850863,2,29,12,"white","male","protestant","20s","HS",2,2,1
19850863,3,40,12,"white","male","protestant","40s","HS",1,2,0
19850863,4,22,12,"white","male","protestant","20s","HS",1,2,0
19850863,5,50,12,"white","male","protestant","50s","HS",1,2,0
19850864,1,50,12,"white","female","protestant","50s","HS",1,2,0
19850864,2,34,16,"white","female","protestant","30s","College",1,2,0
19850864,3,34,16,"black","female","protestant","30s","College",1,2,0
19850865,1,45,13,"white","female",NA,"40s","Some College",4,2,0
19850865,2,67,11,"white","female","protestant","60+","No HS",1,2,0
19850865,3,35,16,"white","female","catholic","30s","College",1,2,1
19850866,1,26,11,"white","male","protestant","20s","No HS",1,1,1
19850866,2,26,16,"white","female","catholic","20s","College",2,2,0
19850866,3,42,12,"white","female","protestant","40s","HS",1,2,1
19850866,4,54,12,"white","male","protestant","50s","HS",2,2,1
19850867,1,52,14,"white","male","protestant","50s","Some College",2,2,0
19850867,2,39,13,"white","male","protestant","30s","Some College",2,2,0
19850867,3,42,12,"white","female","protestant","40s","HS",1,1,1
19850867,4,83,3.5,"white","male","protestant","60+","No HS",3,2,1
19850868,1,49,12,"white","female","protestant","40s","HS",1,1,1
19850868,2,56,12,"white","male","protestant","50s","HS",1,2,0
19850868,3,45,12,"white","male","protestant","40s","HS",1,2,0
19850868,4,39,13,"white","male","protestant","30s","Some College",2,2,0
19850868,5,33,13,"white","male","protestant","30s","Some College",2,2,0
19850869,1,50,12,"white","male","protestant","50s","HS",1,2,0
19850869,2,37,12,"white","male","protestant","30s","HS",2,2,1
19850869,3,35,13,"white","male","protestant","30s","Some College",3,2,0
19850869,4,35,12,"white","female","protestant","30s","HS",2,2,1
19850869,5,30,12,"white","female","protestant","30s","HS",1,1,1
19850870,1,55,13,"white","female","protestant","50s","Some College",2,2,1
19850870,2,45,18,"white","male","protestant","40s","Post Graduate",3,2,0
19850870,3,60,13,"white","male","protestant","60+","Some College",2,2,1
19850870,4,75,13,"white","male","protestant","60+","Some College",2,2,0
19850871,1,53,16,"white","male","protestant","50s","College",1,2,1
19850871,2,31,14,"white","female","protestant","30s","Some College",1,1,1
19850871,3,28,16,"white","male","protestant","20s","College",1,2,0
19850872,1,21,13,"white","male",NA,"20s","Some College",1,2,0
19850872,2,45,12,"white","male","protestant","40s","HS",3,2,1
19850872,3,20,13,"white","female","protestant","20s","Some College",2,2,0
19850873,1,39,8,"white","male","protestant","30s","No HS",1,2,1
19850873,2,51,3.5,"white","male","protestant","50s","No HS",1,2,1
19850873,3,58,3.5,"white","male","protestant","50s","No HS",2,2,1
19850873,4,62,3.5,"white","male","protestant","60+","No HS",3,2,1
19850874,1,32,11,"white","female","protestant","30s","No HS",1,2,1
19850874,2,33,8,"white","male","protestant","30s","No HS",1,2,1
19850874,3,36,18,"white","male","protestant","30s","Post Graduate",1,1,1
19850874,4,35,NA,"white","male","protestant","30s",NA,3,2,1
19850874,5,33,NA,"white","female","protestant","30s",NA,3,2,1
19850875,1,31,12,"white","female","protestant","30s","HS",1,2,0
19850875,2,31,12,"white","male","protestant","30s","HS",1,2,0
19850875,3,29,12,"white","male","protestant","20s","HS",1,1,1
19850875,4,56,12,"white","female","protestant","50s","HS",2,2,1
19850875,5,57,12,"white","female","protestant","50s","HS",2,2,1
19850876,1,47,11,"white","male","protestant","40s","No HS",2,2,0
19850876,2,44,11,"white","female","protestant","40s","No HS",2,2,0
19850877,1,32,12,"white","female","protestant","30s","HS",1,1,1
19850877,2,65,12,"white","male","protestant","60+","HS",1,2,0
19850877,3,24,12,"white","male","protestant","20s","HS",1,2,1
19850877,4,68,12,"white","male","protestant","60+","HS",2,2,1
19850878,1,44,11,"white","female","protestant","40s","No HS",1,1,1
19850878,2,50,12,"white","male","catholic","50s","HS",2,2,1
19850879,1,28,12,"white","female","protestant","20s","HS",1,1,1
19850879,2,60,11,"white","female","protestant","60+","No HS",2,2,1
19850879,3,73,NA,"white","male","protestant","60+",NA,3,2,1
19850879,4,30,16,"white","male","protestant","30s","College",2,2,0
19850880,1,36,16,"white","male","protestant","30s","College",1,1,1
19850880,2,47,16,"white","male","protestant","40s","College",2,2,0
19850880,3,45,13,"white","male","protestant","40s","Some College",2,2,0
19850880,4,40,12,"white","female","protestant","40s","HS",2,2,0
19850880,5,40,12,"white","female","protestant","40s","HS",2,2,0
19850881,1,25,12,"white","female","protestant","20s","HS",1,2,0
19850881,2,50,12,"white","male","protestant","50s","HS",1,2,1
19850881,3,49,12,"white","female","protestant","40s","HS",1,2,1
19850882,1,44,12,"white","male","catholic","40s","HS",1,2,0
19850882,2,41,12,"white","male","protestant","40s","HS",1,2,0
19850882,3,27,12,"white","male","protestant","20s","HS",2,2,0
19850882,4,35,12,"white","male","protestant","30s","HS",2,2,0
19850882,5,45,12,"white","male","protestant","40s","HS",2,2,0
19850884,1,61,12,"white","female","protestant","60+","HS",2,2,0
19850884,2,54,12,"white","male","protestant","50s","HS",1,2,0
19850884,3,51,12,"black","female","catholic","50s","HS",1,2,0
19850885,1,45,12,"white","male","protestant","40s","HS",2,2,1
19850885,2,56,18,"white","female","protestant","50s","Post Graduate",3,2,1
19850886,1,52,12,"white","female","protestant","50s","HS",1,2,1
19850886,2,24,12,"white","female","protestant","20s","HS",1,2,0
19850886,3,52,12,"white","male","protestant","50s","HS",2,2,1
19850886,4,27,12,"white","female","protestant","20s","HS",1,2,0
19850887,1,30,11,"white","female","protestant","30s","No HS",1,2,1
19850888,1,25,12,"white","female","protestant","20s","HS",1,2,0
19850888,2,27,11,"white","female","protestant","20s","No HS",2,2,0
19850888,3,26,11,"white","female","protestant","20s","No HS",1,2,0
19850888,4,26,11,"white","female","protestant","20s","No HS",2,2,1
19850889,1,50,12,"white","male","protestant","50s","HS",1,1,1
19850889,2,34,12,"white","female","other","30s","HS",1,2,1
19850890,1,33,12,"white","male","protestant","30s","HS",1,1,1
19850890,2,53,12,"white","female","catholic","50s","HS",2,2,1
19850890,3,57,NA,"white","male","catholic","50s",NA,2,2,1
19850890,4,25,12,"white","female","catholic","20s","HS",1,2,1
19850890,5,31,12,"white","female","catholic","30s","HS",2,2,0
19850891,1,63,3.5,"white","male","none","60+","No HS",1,2,1
19850891,2,32,12,"white","male","none","30s","HS",1,2,1
19850891,3,30,18,"white","female","none","30s","Post Graduate",1,2,0
19850891,4,31,12,"white","female","none","30s","HS",1,2,0
19850892,1,62,18,"white","male","catholic","60+","Post Graduate",3,2,0
19850892,2,68,12,"white","male","protestant","60+","HS",2,2,0
19850892,3,62,12,"white","male","protestant","60+","HS",3,2,1
19850893,1,73,12,"white","male","protestant","60+","HS",1,1,1
19850893,2,36,16,"white","female","protestant","30s","College",1,2,1
19850893,3,80,16,"white","female","protestant","60+","College",2,2,1
19850893,4,67,12,"white","female","protestant","60+","HS",2,2,1
19850893,5,73,18,"white","male","protestant","60+","Post Graduate",2,2,1
19850894,1,40,12,"white","female","protestant","40s","HS",2,2,0
19850894,2,53,13,"white","female","protestant","50s","Some College",1,2,0
19850894,3,48,12,"white","female","protestant","40s","HS",2,2,1
19850895,1,64,12,"white","male","protestant","60+","HS",1,2,0
19850895,2,35,12,"white","female","catholic","30s","HS",1,2,1
19850896,1,48,16,"white","female","protestant","40s","College",1,2,1
19850896,2,52,3.5,"white","male","protestant","50s","No HS",1,2,1
19850896,3,45,12,"white","female","protestant","40s","HS",2,2,0
19850896,4,52,3.5,"white","male","protestant","50s","No HS",1,2,0
19850897,1,65,12,"white","female","catholic","60+","HS",1,1,1
19850899,1,61,12,"white","female","protestant","60+","HS",1,2,1
19850899,2,53,3.5,"white","male","protestant","50s","No HS",2,2,1
19850899,3,62,12,"white","female","protestant","60+","HS",1,2,0
19850900,1,22,11,"white","female","protestant","20s","No HS",2,2,1
19850900,2,47,12,"white","male","protestant","40s","HS",2,2,0
19850900,3,30,18,"white","male","protestant","30s","Post Graduate",1,2,1
19850901,1,50,12,"white","female","protestant","50s","HS",1,2,0
19850901,2,77,8,"white","female","catholic","60+","No HS",1,2,1
19850901,3,37,13,"white","male","protestant","30s","Some College",1,1,1
19850901,4,47,13,"white","male","protestant","40s","Some College",2,2,0
19850901,5,51,12,"white","female","catholic","50s","HS",3,2,1
19850902,1,49,13,"white","female","protestant","40s","Some College",1,1,1
19850902,2,26,16,"white","male","protestant","20s","College",2,2,1
19850902,3,46,12,"white","male","protestant","40s","HS",2,2,0
19850902,4,52,16,"white","male","protestant","50s","College",1,2,0
19850902,5,60,8,"white","male","none","60+","No HS",1,2,0
19850904,1,18,12,"white","male","none","20s","HS",1,2,0
19850904,2,42,16,"white","female","protestant","40s","College",1,2,1
19850904,3,17,11,"white","female","protestant","20s","No HS",2,2,0
19850904,4,20,12,"white","male","protestant","20s","HS",1,2,0
19850905,1,28,13,"white","male","protestant","20s","Some College",2,2,1
19850905,2,40,13,"white","male","protestant","40s","Some College",1,2,0
19850905,3,21,12,"white","female","protestant","20s","HS",1,2,0
19850905,4,23,12,"white","male","protestant","20s","HS",2,2,0
19850906,1,57,3.5,"white","male","protestant","50s","No HS",4,2,1
19850906,2,40,8,"white","female","protestant","40s","No HS",1,1,1
19850908,1,38,11,"white","female","protestant","30s","No HS",1,2,1
19850908,2,38,8,"white","male","protestant","30s","No HS",1,2,1
19850908,3,26,12,"white","male","protestant","20s","HS",2,2,0
19850908,4,17,11,"white","male","protestant","20s","No HS",1,2,0
19850909,1,58,11,"white","male","protestant","50s","No HS",1,1,1
19850909,2,16,11,"white","male","protestant","20s","No HS",1,2,1
19850909,3,39,12,"white","male","protestant","30s","HS",1,2,1
19850911,1,26,18,"white","female","protestant","20s","Post Graduate",2,2,1
19850911,2,28,16,"white","male","protestant","20s","College",2,2,1
19850912,1,61,12,"white","female","none","60+","HS",1,2,0
19850912,2,49,12,"white","female","protestant","40s","HS",2,2,0
19850913,1,53,16,"white","male","catholic","50s","College",2,2,0
19850913,2,51,12,"white","female","catholic","50s","HS",2,2,0
19850913,3,55,18,"white","male","protestant","50s","Post Graduate",1,2,0
19850913,4,46,18,"white","male","protestant","40s","Post Graduate",1,2,0
19850914,1,33,18,"white","female","other","30s","Post Graduate",2,2,0
19850914,2,34,16,"white","female","jewish","30s","College",2,2,0
19850914,3,37,18,"white","female","catholic","30s","Post Graduate",1,2,0
19850914,4,28,16,"white","female","none","20s","College",2,2,1
19850914,5,43,12,"white","female","protestant","40s","HS",1,2,0
19850915,1,62,18,"white","male","protestant","60+","Post Graduate",2,2,0
19850915,2,66,18,"white","male","jewish","60+","Post Graduate",3,2,0
19850915,3,43,18,"white","male","protestant","40s","Post Graduate",2,2,0
19850915,4,40,18,"white","male","protestant","40s","Post Graduate",2,2,0
19850915,5,37,18,"white","male","protestant","30s","Post Graduate",2,2,0
19850916,1,38,14,"white","female","protestant","30s","Some College",3,2,0
19850916,2,62,14,"white","male","protestant","60+","Some College",3,2,0
19850916,3,51,13,"white","female","protestant","50s","Some College",2,2,0
19850916,4,50,13,"white","male","protestant","50s","Some College",1,1,1
19850918,1,73,11,"white","male","protestant","60+","No HS",1,1,1
19850918,2,34,12,"white","female","protestant","30s","HS",1,2,1
19850918,3,36,12,"white","female","protestant","30s","HS",1,2,1
19850919,1,61,14,"white","male","protestant","60+","Some College",1,2,0
19850919,2,57,16,"white","male","protestant","50s","College",2,2,0
19850920,1,58,11,"white","male","protestant","50s","No HS",2,2,0
19850920,2,71,11,"white","female","protestant","60+","No HS",2,2,1
19850920,3,79,11,"white","female","protestant","60+","No HS",2,2,1
19850920,4,67,11,"white","female","protestant","60+","No HS",2,2,1
19850921,1,50,12,"white","female","protestant","50s","HS",1,2,1
19850921,2,55,12,"white","male","protestant","50s","HS",1,2,1
19850921,3,22,12,"white","female","protestant","20s","HS",1,2,0
19850922,1,29,13,"black","male","protestant","20s","Some College",2,2,1
19850922,2,35,12,"black","male",NA,"30s","HS",1,2,1
19850922,3,27,13,"white","male",NA,"20s","Some College",1,2,0
19850923,1,70,12,"black","male","protestant","60+","HS",4,2,0
19850923,2,93,12,"black","female","protestant","60+","HS",2,2,1
19850924,1,50,12,"black","male","protestant","50s","HS",1,2,1
19850924,2,47,12,"black","female","protestant","40s","HS",1,2,1
19850924,3,65,8,"black","female","protestant","60+","No HS",1,2,1
19850924,4,30,12,"black","male","protestant","30s","HS",2,2,0
19850926,1,53,11,"white","male","protestant","50s","No HS",1,1,1
19850927,1,29,18,"white","male","protestant","20s","Post Graduate",3,2,1
19850927,2,56,18,"white","male","protestant","50s","Post Graduate",1,1,1
19850927,3,31,18,"white","female","protestant","30s","Post Graduate",4,2,1
19850928,1,55,13,"white","male","protestant","50s","Some College",1,1,1
19850928,2,43,16,"white","female","catholic","40s","College",1,2,0
19850928,3,45,12,"white","female","protestant","40s","HS",2,2,1
19850929,1,31,NA,"white","female",NA,"30s",NA,1,2,0
19850929,2,12,8,"white","female","protestant","20s","No HS",1,2,1
19850929,3,32,11,"white","male","protestant","30s","No HS",1,1,1
19850929,4,31,NA,"black","female",NA,"30s",NA,2,2,0
19850930,1,34,12,"white","female","protestant","30s","HS",1,1,1
19850930,2,39,12,"white","male","catholic","30s","HS",2,2,1
19850930,3,28,16,"white","male","protestant","20s","College",2,2,1
19850930,4,33,13,"white","male","jewish","30s","Some College",2,2,1
19850930,5,12,3.5,"white","male","protestant","20s","No HS",1,2,1
19850931,1,35,16,"white","male","protestant","30s","College",4,2,1
19850931,2,36,12,"white","male","protestant","30s","HS",1,2,1
19850931,3,42,12,"white","male",NA,"40s","HS",4,2,0
19850932,1,59,16,"white","male","protestant","50s","College",1,1,1
19850932,2,29,16,"white","female","protestant","20s","College",1,2,1
19850932,3,20,13,"white","female","protestant","20s","Some College",3,2,1
19850932,4,26,16,"white","male","protestant","20s","College",1,2,1
19850932,5,34,16,"white","male","protestant","30s","College",3,2,1
19850933,1,39,8,"white","male","protestant","30s","No HS",1,1,1
19850933,2,41,12,"white","female","protestant","40s","HS",1,2,1
19850933,3,42,13,"white","female","protestant","40s","Some College",1,2,0
19850933,4,51,8,"white","female","protestant","50s","No HS",1,2,1
19850934,1,45,12,"white","female","protestant","40s","HS",2,2,1
19850934,2,50,NA,"white","female","protestant","50s",NA,1,2,0
19850935,1,47,12,"white","female","protestant","40s","HS",3,2,0
19850935,2,39,11,"white","female","protestant","30s","No HS",1,2,0
19850935,3,47,13,"white","male","protestant","40s","Some College",1,2,0
19850936,1,34,12,"white","male","none","30s","HS",1,2,0
19850936,2,34,13,"white","male","none","30s","Some College",1,2,0
19850936,3,55,12,"white","female","none","50s","HS",2,2,0
19850936,4,20,12,"white","male","none","20s","HS",1,2,0
19850937,1,34,16,"white","female","catholic","30s","College",1,2,0
19850937,2,22,12,"white","male","protestant","20s","HS",1,1,1
19850938,1,24,14,"white","female","protestant","20s","Some College",1,1,1
19850939,1,31,18,"white","male","catholic","30s","Post Graduate",2,2,0
19850939,2,57,12,"white","female","catholic","50s","HS",1,2,0
19850939,3,38,16,"white","female","catholic","30s","College",2,2,0
19850939,4,28,13,"white","female","catholic","20s","Some College",1,2,0
19850939,5,43,12,"white","female","catholic","40s","HS",3,2,0
19850940,1,73,12,"white","male","protestant","60+","HS",1,1,1
19850940,2,46,18,"white","male","protestant","40s","Post Graduate",1,2,1
19850940,3,41,16,"white","female","protestant","40s","College",1,2,1
19850941,1,62,13,"white","female","protestant","60+","Some College",1,2,0
19850941,2,45,18,"white","male",NA,"40s","Post Graduate",4,2,0
19850941,3,86,18,"white","female","protestant","60+","Post Graduate",1,2,1
19850941,4,33,16,"white","male","catholic","30s","College",2,2,1
19850941,5,33,13,"white","female","protestant","30s","Some College",2,2,1
19850942,1,62,16,"white","female","protestant","60+","College",1,2,1
19850942,2,32,12,"white","female","protestant","30s","HS",2,2,0
19850942,3,28,12,"white","male","protestant","20s","HS",2,2,0
19850943,1,22,16,"white","male","protestant","20s","College",1,1,1
19850943,2,52,18,"white","female","protestant","50s","Post Graduate",2,2,1
19850943,3,43,16,"white","female","protestant","40s","College",2,2,1
19850944,1,58,16,"white","male","protestant","50s","College",2,2,1
19850944,2,50,16,"white","male","protestant","50s","College",1,2,0
19850944,3,37,14,"white","male","protestant","30s","Some College",1,2,0
19850945,1,80,16,"white","female","protestant","60+","College",4,2,1
19850946,1,37,16,"white","male","protestant","30s","College",2,2,0
19850946,2,37,16,"white","male","protestant","30s","College",2,2,0
19850946,3,34,13,"white","female","protestant","30s","Some College",3,2,0
19850946,4,33,16,"white","female","protestant","30s","College",3,2,0
19850947,1,33,18,"white","female","protestant","30s","Post Graduate",1,1,1
19850947,2,50,18,"white","male","protestant","50s","Post Graduate",2,2,0
19850948,1,54,18,"white","male","protestant","50s","Post Graduate",1,1,1
19850948,2,52,18,"white","female","protestant","50s","Post Graduate",1,2,0
19850948,3,35,18,"white","male","protestant","30s","Post Graduate",1,2,0
19850948,4,22,16,"white","female","protestant","20s","College",2,2,1
19850948,5,60,18,"white","male","protestant","60+","Post Graduate",4,2,0
19850949,1,72,8,"white","male","protestant","60+","No HS",1,1,1
19850950,1,20,12,"white","female","none","20s","HS",1,2,0
19850952,1,47,3.5,"black","male","protestant","40s","No HS",2,2,0
19850954,1,60,12,"white","female","protestant","60+","HS",1,2,1
19850954,2,42,12,"white","female","protestant","40s","HS",2,2,1
19850955,1,39,12,"white","male",NA,"30s","HS",1,2,0
19850957,1,50,8,"white","female","protestant","50s","No HS",2,2,1
19850957,2,54,8,"white","female","protestant","50s","No HS",3,2,1
19850958,1,52,12,"white","female","protestant","50s","HS",1,2,1
19850959,1,35,14,"white","female","protestant","30s","Some College",1,1,1
19850960,1,31,13,"white","male","catholic","30s","Some College",2,2,0
19850960,2,26,13,"white","male","catholic","20s","Some College",3,2,0
19850960,3,50,13,"white","male",NA,"50s","Some College",1,2,0
19850961,1,76,16,"white","male","protestant","60+","College",2,2,1
19850961,2,72,12,"white","female","protestant","60+","HS",2,2,1
19850961,3,24,16,"white","male","jewish","20s","College",4,2,0
19850961,4,23,13,"asian","female",NA,"20s","Some College",1,2,0
19850962,1,24,12,"white","male","protestant","20s","HS",1,2,1
19850962,2,22,13,"white","female","protestant","20s","Some College",2,1,1
19850962,3,32,16,"white","male","protestant","30s","College",4,2,1
19850962,4,24,11,"white","male",NA,"20s","No HS",2,2,1
19850963,1,50,14,"white","male","none","50s","Some College",2,2,1
19850963,2,21,13,"white","male","none","20s","Some College",2,2,1
19850963,3,20,13,"white","female","jewish","20s","Some College",1,2,0
19850964,1,42,16,"white","male","other","40s","College",3,2,1
19850964,2,19,13,"white","male","none","20s","Some College",1,2,0
19850964,3,42,12,"white","female","other","40s","HS",2,2,1
19850964,4,55,18,"white","male",NA,"50s","Post Graduate",2,2,0
19850965,1,75,12,"white","female",NA,"60+","HS",3,2,1
19850965,2,53,12,"white","male","none","50s","HS",3,2,1
19850965,3,49,12,"white","male","protestant","40s","HS",1,2,1
19850965,4,48,18,"white","male","none","40s","Post Graduate",2,2,0
19850966,1,26,12,"white","male","protestant","20s","HS",1,2,0
19850967,1,37,12,"white","male","catholic","30s","HS",1,2,0
19850967,2,24,12,"white","female","catholic","20s","HS",1,2,0
19850967,3,24,12,"white","male","catholic","20s","HS",1,1,1
19850967,4,40,12,"white","male","catholic","40s","HS",1,2,0
19850967,5,40,13,"white","female","catholic","40s","Some College",1,2,0
19850968,1,48,11,"white","female","protestant","40s","No HS",2,2,1
19850968,2,28,13,"white","male","none","20s","Some College",1,1,1
19850968,3,26,8,"white","female","none","20s","No HS",2,2,1
19850968,4,34,14,"white","male","protestant","30s","Some College",3,2,0
19850969,1,43,12,"white","male","catholic","40s","HS",2,2,0
19850969,2,45,18,"white","male",NA,"40s","Post Graduate",4,2,0
19850969,3,38,18,"white","male",NA,"30s","Post Graduate",4,2,0
19850969,4,52,13,"white","male","protestant","50s","Some College",1,2,0
19850969,5,38,12,"white","male","protestant","30s","HS",1,2,0
19850970,1,28,13,"white","male","catholic","20s","Some College",1,2,0
19850970,2,31,16,"white","male","other","30s","College",1,2,0
19850970,3,31,13,"white","male","protestant","30s","Some College",1,2,0
19850970,4,49,13,"white","female","catholic","40s","Some College",1,2,1
19850970,5,33,8,"white","female","protestant","30s","No HS",1,2,0
19850971,1,55,12,"white","female","protestant","50s","HS",1,2,1
19850971,2,53,12,"white","male","protestant","50s","HS",1,2,1
19850971,3,60,12,"white","female","protestant","60+","HS",2,2,0
19850971,4,30,12,"hispanic","female","protestant","30s","HS",2,2,0
19850971,5,30,13,"white","male","protestant","30s","Some College",2,2,0
19850972,1,48,18,"white","male","catholic","40s","Post Graduate",4,2,0
19850972,2,48,8,"hispanic","female","catholic","40s","No HS",1,2,1
19850973,1,38,13,"white","female","catholic","30s","Some College",1,2,0
19850973,2,49,12,"white","male","catholic","40s","HS",1,2,0
19850973,3,60,12,"hispanic","female","catholic","60+","HS",3,2,1
19850973,4,55,12,"hispanic","female","catholic","50s","HS",1,2,1
19850974,1,24,14,"black","male","other","20s","Some College",2,2,0
19850974,2,29,18,"black","male","other","20s","Post Graduate",2,2,0
19850975,1,28,13,"white","male","protestant","20s","Some College",1,1,1
19850976,1,25,13,NA,"male","none","20s","Some College",2,2,0
19850976,2,24,16,"white","male","none","20s","College",1,2,0
19850976,3,24,12,"white","female","none","20s","HS",4,2,0
19850976,4,55,18,"white","female","none","50s","Post Graduate",4,2,1
19850977,1,27,8,"white","female","protestant","20s","No HS",1,1,1
19850977,2,30,12,"white","male","catholic","30s","HS",3,2,1
19850977,3,35,16,"white","male","protestant","30s","College",2,2,0
19850977,4,50,12,"white","female","catholic","50s","HS",4,2,1
19850977,5,54,12,"white","male","catholic","50s","HS",4,2,1
19850978,1,35,12,"white","male","other","30s","HS",1,2,0
19850978,2,35,12,"white","male","none","30s","HS",2,2,0
19850978,3,36,12,"white","female","other","30s","HS",2,2,0
19850978,4,28,12,"white","female","other","20s","HS",3,2,1
19850978,5,37,12,"white","female","other","30s","HS",3,2,1
19850979,1,42,18,"white","male","catholic","40s","Post Graduate",1,2,0
19850979,2,52,16,"white","male","protestant","50s","College",1,2,0
19850979,3,45,13,"white","female","catholic","40s","Some College",3,2,0
19850979,4,29,16,"white","male","protestant","20s","College",1,2,0
19850979,5,46,12,"white","male","catholic","40s","HS",1,2,0
19850980,1,28,12,"white","male","none","20s","HS",1,1,1
19850980,2,56,18,"white","male","catholic","50s","Post Graduate",2,2,1
19850980,3,55,12,"white","female","catholic","50s","HS",2,2,1
19850980,4,26,12,"white","female","protestant","20s","HS",2,2,1
19850980,5,26,14,"white","female","protestant","20s","Some College",3,2,0
19850981,1,29,16,"white","male","catholic","20s","College",3,2,1
19850981,2,28,18,"white","female","catholic","20s","Post Graduate",3,2,0
19850981,3,35,18,"white","male","catholic","30s","Post Graduate",3,2,1
19850981,4,36,NA,"white","female","catholic","30s",NA,3,2,1
19850983,1,30,11,"white","male","none","30s","No HS",1,2,1
19850983,2,35,18,"white","female","jewish","30s","Post Graduate",2,2,0
19850983,3,24,12,"white","female","protestant","20s","HS",1,2,0
19850983,4,33,NA,"other","male",NA,"30s",NA,1,2,0
19850983,5,48,NA,"white","male",NA,"40s",NA,1,2,0
19850984,1,58,NA,"white","male","catholic","50s",NA,1,2,0
19850984,2,60,12,"white","male",NA,"60+","HS",1,2,0
19850984,3,49,12,"white","male",NA,"40s","HS",1,2,0
19850985,1,25,16,"white","female","catholic","20s","College",1,2,0
19850985,2,50,16,"white","female","protestant","50s","College",3,2,1
19850985,3,53,18,"white","male","protestant","50s","Post Graduate",3,2,1
19850986,1,29,12,"hispanic","female","protestant","20s","HS",1,2,1
19850986,2,34,13,"white","male","protestant","30s","Some College",1,1,1
19850986,3,50,12,"white","female","catholic","50s","HS",2,2,1
19850986,4,19,13,"hispanic","female","none","20s","Some College",2,2,1
19850987,1,37,13,"white","male","catholic","30s","Some College",1,1,1
19850987,2,57,12,"white","female","protestant","50s","HS",1,2,1
19850987,3,64,12,"white","female","catholic","60+","HS",2,2,1
19850988,1,42,12,"white","female","none","40s","HS",2,2,1
