"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL","AGE1","AGE2","AGE3","AGE4","AGE5","EDUC1","EDUC2","EDUC3","EDUC4","EDUC5","RACE1","RACE2","RACE3","RACE4","RACE5","SEX1","SEX2","SEX3","SEX4","SEX5","RELIG1","RELIG2","RELIG3","RELIG4","RELIG5","AGE_CATEGORICAL1","AGE_CATEGORICAL2","AGE_CATEGORICAL3","AGE_CATEGORICAL4","AGE_CATEGORICAL5","EDUC_CATEGORICAL1","EDUC_CATEGORICAL2","EDUC_CATEGORICAL3","EDUC_CATEGORICAL4","EDUC_CATEGORICAL5","TALKTO1","TALKTO2","TALKTO3","TALKTO4","TALKTO5","SPOUSE1","SPOUSE2","SPOUSE3","SPOUSE4","SPOUSE5","KIN1","KIN2","KIN3","KIN4","KIN5","CLOSE12","CLOSE13","CLOSE14","CLOSE15","CLOSE23","CLOSE24","CLOSE25","CLOSE34","CLOSE35","CLOSE45"
19850735,60,6,"black","female",NA,"60+","No HS",0,NA,NA,3,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850736,51,6,"black","male","protestant","50s","No HS",2,2,2,0,0.5181,38,59,NA,NA,NA,13,13,NA,NA,NA,"white","black",NA,NA,NA,"male","female",NA,NA,NA,NA,"protestant",NA,NA,NA,"30s","50s",NA,NA,NA,"Some College","Some College",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850737,66,3,"black","female","protestant","60+","No HS",0,2,3,0,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850738,40,13,"black","male","protestant","40s","Some College",0,3,2,1,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850739,25,12,"black","male","protestant","20s","HS",5,3,1,0,1.0363,62,36,31,20,28,12,13,16,13,13,"black","white","white","white","black","male","male","male","male","male","protestant","catholic","catholic","catholic","protestant","60+","30s","30s","20s","20s","HS","Some College","College","Some College","Some College",2,2,2,2,3,2,2,2,2,2,1,0,0,0,1,0,0,0,2,2,1,0,1,0,0
19850740,46,19,"black","female","protestant","40s","Post Graduate",4,2,3,0,1.0363,65,57,21,46,NA,12,12,13,18,NA,"black","black","black","black",NA,"female","male","male","female",NA,"protestant","protestant","protestant","protestant",NA,"60+","50s","20s","40s",NA,"HS","HS","Some College","Post Graduate",NA,3,1,1,2,NA,2,1,2,2,NA,1,1,1,0,NA,2,2,1,NA,2,2,NA,2,NA,NA
19850741,56,13,"black","female",NA,"50s","Some College",0,NA,NA,0,1.0363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850742,64,11,"black","female","protestant","60+","No HS",2,3,2,0,1.0363,58,40,NA,NA,NA,8,14,NA,NA,NA,"black","black",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","40s",NA,NA,NA,"No HS","Some College",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850743,51,10,"black","male","protestant","50s","No HS",2,1,1,0,1.5544,60,51,NA,NA,NA,11,11,NA,NA,NA,"black","black",NA,NA,NA,"male","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","50s",NA,NA,NA,"No HS","No HS",NA,NA,NA,2,2,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850744,32,11,"black","female","protestant","30s","No HS",3,2,3,1,1.0363,51,26,28,NA,NA,13,12,12,NA,NA,"black","black","white",NA,NA,"male","male","female",NA,NA,"protestant","protestant","catholic",NA,NA,"50s","20s","20s",NA,NA,"Some College","HS","HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,0,1,NA,NA,1,0,NA,NA,1,NA,NA,NA,NA,NA
19850745,29,11,"black","female","protestant","20s","No HS",1,2,3,1,0.5181,50,NA,NA,NA,NA,8,NA,NA,NA,NA,"black",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850746,29,19,"hispanic","male","catholic","20s","Post Graduate",5,1,1,6,1.0363,27,26,60,31,60,16,18,18,16,18,"hispanic","hispanic","hispanic","hispanic","hispanic","female","male","male","female","female","catholic","catholic","catholic","catholic","catholic","20s","20s","60+","30s","60+","College","Post Graduate","Post Graduate","College","Post Graduate",1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,NA,NA,NA,2,NA,NA,2,NA,2
19850747,61,12,"white","female","catholic","60+","HS",4,2,2,6,1.0363,31,37,NA,NA,NA,18,16,16,16,NA,"white","white","white","white",NA,"male","male","female","female",NA,"catholic","catholic","protestant","catholic",NA,"30s","30s",NA,NA,NA,"Post Graduate","College","College","College",NA,2,1,1,2,NA,2,2,2,2,NA,1,1,1,1,NA,1,NA,NA,NA,2,NA,NA,2,NA,NA
19850748,74,16,"white","female","protestant","60+","College",1,2,3,6,0.5181,54,NA,NA,NA,NA,16,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"College",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850749,26,18,"hispanic","female","catholic","20s","Post Graduate",2,2,2,4,1.0363,36,47,NA,NA,NA,18,16,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"jewish","catholic",NA,NA,NA,"30s","40s",NA,NA,NA,"Post Graduate","College",NA,NA,NA,1,2,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850750,54,11,"white","male","protestant","50s","No HS",2,3,4,1,1.5544,41,64,NA,NA,NA,11,11,NA,NA,NA,"white","white",NA,NA,NA,"male","male",NA,NA,NA,"none","none",NA,NA,NA,"40s","60+",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,4,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850751,28,16,"white","female","protestant","20s","College",3,3,1,6,1.0363,64,29,30,NA,NA,16,16,14,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","protestant","none",NA,NA,"60+","20s","30s",NA,NA,"College","College","Some College",NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,1,1,1,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA
19850752,58,6,"hispanic","male","catholic","50s","No HS",3,1,1,0,1.0363,45,73,70,NA,NA,12,16,16,NA,NA,"white","white","white",NA,NA,"female","male","female",NA,NA,"jewish","jewish","jewish",NA,NA,"40s","60+","60+",NA,NA,"HS","College","College",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA
19850753,35,14,"white","female","protestant","30s","Some College",5,2,2,1,1.0363,41,66,61,35,32,16,12,12,16,12,"white","white","white","white","white","female","female","female","female","female","catholic","protestant","catholic","catholic","protestant","40s","60+","60+","30s","30s","College","HS","HS","College","HS",1,2,2,1,2,2,2,2,2,2,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
19850754,50,15,"white","male","protestant","50s","Some College",1,2,2,5,1.0363,36,NA,NA,NA,NA,18,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"30s",NA,NA,NA,NA,"Post Graduate",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850755,50,12,"white","female","catholic","50s","HS",5,1,3,2,2.0725,35,55,50,32,30,13,16,12,12,16,"white","white","white","white","white","female","female","female","female","female","catholic","protestant","catholic","catholic","protestant","30s","50s","50s","30s","30s","Some College","College","HS","HS","College",1,1,1,1,1,2,2,2,2,2,0,0,1,0,0,0,0,0,0,2,2,2,2,2,2
19850756,46,19,"white","male","none","40s","Post Graduate",5,2,1,2,1.0363,39,36,47,16,13,16,16,16,11,8,"white","white","white","white","white","female","male","male","male","female","none","other","protestant","none","none","30s","30s","40s","20s","20s","College","College","College","No HS","No HS",1,1,1,1,1,1,2,2,2,2,1,0,0,1,1,2,1,2,2,1,1,1,1,1,2
19850757,66,17,"white","male","none","60+","Post Graduate",0,2,1,0,0.5181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850758,63,9,"white","female","catholic","60+","No HS",4,1,2,0,0.5181,65,76,64,72,NA,8,8,8,8,NA,"white","white","white","white",NA,"male","female","female","female",NA,"catholic","protestant","catholic","protestant",NA,"60+","60+","60+","60+",NA,"No HS","No HS","No HS","No HS",NA,1,1,1,1,NA,2,2,2,2,NA,0,1,0,0,NA,1,0,1,NA,0,0,NA,0,NA,NA
19850759,76,10,"white","female","protestant","60+","No HS",3,3,3,6,0.5181,54,50,74,NA,NA,18,16,11,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","50s","60+",NA,NA,"Post Graduate","College","No HS",NA,NA,1,2,4,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA
19850760,24,16,"white","female","none","20s","College",5,2,1,0,1.0363,24,22,23,61,23,13,16,13,12,12,"white","white","white","white","white","male","female","female","male","female","catholic","none","catholic","none","none","20s","20s","20s","60+","20s","Some College","College","Some College","HS","HS",1,2,4,1,4,1,2,2,2,2,1,0,1,1,1,1,1,2,1,0,1,0,2,1,1
19850761,28,16,"white","female","protestant","20s","College",5,2,1,6,0.5181,58,56,37,30,49,16,16,16,16,16,"white","white","white","white","white","male","female","male","female","female","protestant","protestant","protestant","protestant","protestant","50s","50s","30s","30s","40s","College","College","College","College","College",2,2,1,1,2,2,2,2,2,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0,2
19850762,39,14,"white","female","protestant","30s","Some College",5,2,1,6,1.5544,27,23,38,30,39,13,13,13,13,13,"white","white","white","white","white","female","female","female","female","male","protestant",NA,"catholic","protestant","protestant","20s","20s","30s","30s","30s","Some College","Some College","Some College","Some College","Some College",1,1,2,2,1,2,2,2,2,1,0,0,0,0,1,1,1,0,1,2,1,1,2,1,1
19850763,48,14,"white","female","none","40s","Some College",4,3,3,1,0.5181,44,45,48,42,NA,13,12,12,18,NA,"white","white","white","white",NA,"female","female","female","female",NA,"catholic","protestant","protestant","protestant",NA,"40s","40s","40s","40s",NA,"Some College","HS","HS","Post Graduate",NA,2,2,3,4,NA,2,2,2,2,NA,1,0,0,0,NA,0,0,0,NA,0,0,NA,NA,NA,NA
19850764,34,12,"white","male","protestant","30s","HS",5,1,1,6,1.0363,55,43,31,45,60,12,18,12,16,12,"white","white","white","white","white","male","male","female","male","female","protestant","catholic","protestant","catholic","protestant","50s","40s","30s","40s","60+","HS","Post Graduate","HS","College","HS",1,2,1,1,3,2,2,1,2,2,0,0,1,0,1,2,2,1,0,1,2,0,1,2,0
19850765,34,16,"white","male","protestant","30s","College",3,2,1,6,0.5181,30,64,62,NA,NA,12,11,11,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"catholic","protestant","protestant",NA,NA,"30s","60+","60+",NA,NA,"HS","No HS","No HS",NA,NA,1,2,2,NA,NA,2,2,2,NA,NA,0,1,1,NA,NA,0,0,NA,NA,2,NA,NA,NA,NA,NA
19850766,31,13,"white","female","catholic","30s","Some College",2,2,2,1,0.5181,56,26,NA,NA,NA,12,13,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"catholic",NA,NA,NA,NA,"50s","20s",NA,NA,NA,"HS","Some College",NA,NA,NA,2,1,NA,NA,NA,2,2,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850767,37,15,"white","female","protestant","30s","Some College",4,1,1,6,1.5544,46,37,49,40,NA,13,14,18,16,NA,"white","white","white","white",NA,"female","male","male","male",NA,"catholic","catholic","protestant","protestant",NA,"40s","30s","40s","40s",NA,"Some College","Some College","Post Graduate","College",NA,2,3,2,1,NA,2,2,2,1,NA,0,0,0,1,NA,2,1,1,NA,0,1,NA,2,NA,NA
19850768,31,12,"white","female","protestant","30s","HS",4,2,3,2,1.0363,31,34,26,35,NA,13,12,14,14,NA,"white","white","white","white",NA,"female","male","female","female",NA,"protestant","none","protestant","protestant",NA,"30s","30s","20s","30s",NA,"Some College","HS","Some College","Some College",NA,1,2,2,1,NA,2,2,2,2,NA,0,0,1,0,NA,1,1,1,NA,0,0,NA,0,NA,NA
19850769,40,6,"hispanic","female","catholic","40s","No HS",3,2,3,5,1.5544,37,23,17,NA,NA,NA,12,12,NA,NA,"hispanic","hispanic","hispanic",NA,NA,"female","female","female",NA,NA,"catholic","catholic","catholic",NA,NA,"30s","20s","20s",NA,NA,NA,"HS","HS",NA,NA,1,1,1,NA,NA,2,2,2,NA,NA,0,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850770,19,12,"white","female","protestant","20s","HS",3,3,3,5,2.0725,38,19,41,NA,NA,12,13,12,NA,NA,"white","white","white",NA,NA,"female","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"30s","20s","40s",NA,NA,"HS","Some College","HS",NA,NA,1,3,4,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850771,51,12,"white","female","protestant","50s","HS",3,1,1,6,1.0363,50,29,26,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","20s","20s",NA,NA,"HS","HS","HS",NA,NA,1,1,1,NA,NA,1,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850772,38,14,"white","female","protestant","30s","Some College",3,2,2,0,1.0363,44,37,40,NA,NA,14,12,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","catholic","protestant",NA,NA,"40s","30s","40s",NA,NA,"Some College","HS","HS",NA,NA,1,2,2,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA
19850773,61,16,"white","female","protestant","60+","College",2,2,2,6,1.0363,59,36,NA,NA,NA,12,18,NA,NA,NA,"white","white",NA,NA,NA,"male","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","30s",NA,NA,NA,"HS","Post Graduate",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850774,21,13,"white","female","catholic","20s","Some College",4,1,1,1,1.5544,25,22,53,48,NA,14,16,12,13,NA,"white","white","white","white",NA,"female","male","male","female",NA,"none","catholic","catholic","catholic",NA,"20s","20s","50s","40s",NA,"Some College","College","HS","Some College",NA,3,1,2,2,NA,2,2,2,2,NA,1,0,1,1,NA,1,2,1,NA,1,1,NA,2,NA,NA
19850775,68,12,"white","female","protestant","60+","HS",3,1,2,6,1.0363,61,40,38,NA,NA,13,12,16,NA,NA,"white","white","white",NA,NA,"male","male","female",NA,NA,"protestant","protestant","protestant",NA,NA,"60+","40s","30s",NA,NA,"Some College","HS","College",NA,NA,1,3,3,NA,NA,1,2,2,NA,NA,1,0,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850776,50,16,"white","male","catholic","50s","College",2,2,2,6,1.0363,43,38,NA,NA,NA,12,12,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"none","catholic",NA,NA,NA,"40s","30s",NA,NA,NA,"HS","HS",NA,NA,NA,1,3,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850777,44,14,"white","male","catholic","40s","Some College",3,2,2,4,2.0725,45,43,39,NA,NA,18,12,18,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","catholic","protestant",NA,NA,"40s","40s","30s",NA,NA,"Post Graduate","HS","Post Graduate",NA,NA,2,1,1,NA,NA,2,1,2,NA,NA,0,1,0,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850778,56,12,"white","female","protestant","50s","HS",3,3,3,5,0.5181,45,49,57,NA,NA,16,14,12,NA,NA,"white","white","white",NA,NA,"male","male","male",NA,NA,NA,"protestant","protestant",NA,NA,"40s","40s","50s",NA,NA,"College","Some College","HS",NA,NA,2,1,1,NA,NA,2,2,2,NA,NA,0,1,0,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
19850779,69,9,"white","male","catholic","60+","No HS",3,2,2,2,1.0363,45,66,45,NA,NA,NA,12,13,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","catholic","catholic",NA,NA,"40s","60+","40s",NA,NA,NA,"HS","Some College",NA,NA,2,1,2,NA,NA,2,1,2,NA,NA,0,1,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850780,23,13,"white","female","catholic","20s","Some College",3,2,2,1,1.0363,30,22,23,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"male","female","female",NA,NA,"protestant","protestant","catholic",NA,NA,"30s","20s","20s",NA,NA,"HS","HS","HS",NA,NA,1,2,1,NA,NA,2,2,2,NA,NA,0,0,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
19850781,41,12,"white","female","protestant","40s","HS",5,1,1,1,1.0363,33,25,55,30,19,13,12,12,12,12,"white","white","white","white","white","male","female","female","female","female","protestant","protestant","protestant","protestant","protestant","30s","20s","50s","30s","20s","Some College","HS","HS","HS","HS",1,1,1,2,1,1,2,2,2,2,1,0,1,1,0,1,2,2,1,1,0,2,2,1,0
19850782,26,12,"black","male","none","20s","HS",4,2,1,1,1.0363,26,20,28,17,NA,13,12,13,11,NA,"black","black","black","black",NA,"female","male","female","female",NA,"protestant","protestant","protestant","protestant",NA,"20s","20s","20s","20s",NA,"Some College","HS","Some College","No HS",NA,1,1,2,2,NA,2,2,2,2,NA,0,1,1,1,NA,1,1,0,NA,2,2,NA,2,NA,NA
19850783,31,9,"white","male","protestant","30s","No HS",2,2,2,5,1.0363,30,63,NA,NA,NA,8,NA,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant",NA,NA,NA,NA,"30s","60+",NA,NA,NA,"No HS",NA,NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850784,40,12,"white","female","protestant","40s","HS",3,2,1,5,0.5181,50,21,39,NA,NA,12,12,12,NA,NA,"white","white","white",NA,NA,"female","female","female",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","20s","30s",NA,NA,"HS","HS","HS",NA,NA,1,1,2,NA,NA,2,2,2,NA,NA,0,1,0,NA,NA,1,0,NA,NA,2,NA,NA,NA,NA,NA
19850785,56,16,"white","female","catholic","50s","College",2,2,4,0,1.0363,57,38,NA,NA,NA,11,18,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","catholic",NA,NA,NA,"50s","30s",NA,NA,NA,"No HS","Post Graduate",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850786,28,14,"white","male","protestant","20s","Some College",4,1,2,6,1.0363,23,49,72,68,NA,16,12,12,12,NA,"white","white","white","white",NA,"female","male","female","male",NA,"protestant","protestant","protestant","protestant",NA,"20s","40s","60+","60+",NA,"College","HS","HS","HS",NA,1,1,2,2,NA,1,2,2,2,NA,1,0,1,1,NA,1,2,2,NA,1,1,NA,2,NA,NA
19850787,46,12,"white","male","protestant","40s","HS",4,2,2,5,1.0363,43,35,31,22,NA,13,18,13,12,NA,"white","white","white","white",NA,"female","male","male","female",NA,"protestant","protestant","protestant","protestant",NA,"40s","30s","30s","20s",NA,"Some College","Post Graduate","Some College","HS",NA,1,2,1,1,NA,1,2,2,2,NA,1,0,0,0,NA,1,1,1,NA,1,1,NA,1,NA,NA
19850788,41,17,"white","female","protestant","40s","Post Graduate",2,3,2,1,1.0363,30,44,NA,NA,NA,13,12,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"none","none",NA,NA,NA,"30s","40s",NA,NA,NA,"Some College","HS",NA,NA,NA,1,2,NA,NA,NA,2,2,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850789,67,8,"white","female","protestant","60+","No HS",1,1,4,0,2.0725,59,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850790,39,13,"white","male","protestant","30s","Some College",4,1,1,1,1.0363,34,58,65,39,NA,14,13,12,13,NA,"white","white","white","white",NA,"female","male","male","male",NA,"protestant",NA,"protestant","protestant",NA,"30s","50s","60+","30s",NA,"Some College","Some College","HS","Some College",NA,1,1,1,1,NA,1,2,2,2,NA,1,0,1,0,NA,1,2,2,NA,0,0,NA,1,NA,NA
19850791,63,1,"white","male","protestant","60+","No HS",3,1,3,0,1.0363,50,66,45,NA,NA,8,3.5,8,NA,NA,"white","white","white",NA,NA,"male","female","male",NA,NA,"protestant","protestant","protestant",NA,NA,"50s","60+","40s",NA,NA,"No HS","No HS","No HS",NA,NA,1,1,2,NA,NA,2,2,2,NA,NA,0,0,0,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
19850792,42,11,"other","female","catholic","40s","No HS",1,2,2,2,1.0363,42,NA,NA,NA,NA,8,NA,NA,NA,NA,"hispanic",NA,NA,NA,NA,"male",NA,NA,NA,NA,"catholic",NA,NA,NA,NA,"40s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850793,70,8,"white","female","protestant","60+","No HS",1,2,3,3,1.0363,70,NA,NA,NA,NA,8,NA,NA,NA,NA,"white",NA,NA,NA,NA,"male",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"60+",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850794,70,12,"white","female","protestant","60+","HS",2,1,2,0,1.0363,68,45,NA,NA,NA,12,13,NA,NA,NA,"white","white",NA,NA,NA,"male","male",NA,NA,NA,"protestant","protestant",NA,NA,NA,"60+","40s",NA,NA,NA,"HS","Some College",NA,NA,NA,1,4,NA,NA,NA,1,2,NA,NA,NA,1,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850795,41,12,"white","male","protestant","40s","HS",2,1,2,5,1.0363,42,66,NA,NA,NA,12,8,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"40s","60+",NA,NA,NA,"HS","No HS",NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850796,55,12,"white","male","protestant","50s","HS",1,2,3,1,1.0363,53,NA,NA,NA,NA,11,NA,NA,NA,NA,"white",NA,NA,NA,NA,"female",NA,NA,NA,NA,"protestant",NA,NA,NA,NA,"50s",NA,NA,NA,NA,"No HS",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850797,75,13,"white","female","protestant","60+","Some College",2,3,3,2,0.5181,50,50,NA,NA,NA,13,16,NA,NA,NA,"white","white",NA,NA,NA,"female","female",NA,NA,NA,NA,"protestant",NA,NA,NA,"50s","50s",NA,NA,NA,"Some College","College",NA,NA,NA,4,3,NA,NA,NA,2,2,NA,NA,NA,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850798,48,11,"white","female","protestant","40s","No HS",2,1,2,1,1.0363,57,52,NA,NA,NA,8,8,NA,NA,NA,"white","white",NA,NA,NA,"male","female",NA,NA,NA,"protestant","protestant",NA,NA,NA,"50s","50s",NA,NA,NA,"No HS","No HS",NA,NA,NA,1,1,NA,NA,NA,1,2,NA,NA,NA,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
19850799,60,16,"white","male","protestant","60+","College",5,2,1,6,1.5544,56,65,31,65,35,12,12,18,18,13,"white","white","white","white","white","female","male","male","male","female","protestant","protestant","protestant","catholic","protestant","50s","60+","30s","60+","30s","HS","HS","Post Graduate","Post Graduate","Some College",1,3,3,4,3,1,2,2,2,2,1,0,1,0,1,1,2,1,2,0,0,0,1,2,0
19850800,60,16,"white","male","protestant","60+","College",3,1,2,0,0.5181,28,32,26,NA,NA,16,16,16,NA,NA,"white","white","white",NA,NA,"female","male","male",NA,NA,"protestant","protestant","protestant",NA,NA,"20s","30s","20s",NA,NA,"College","College","College",NA,NA,2,2,2,NA,NA,2,2,2,NA,NA,1,1,1,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
