obs,text
15675,"The study_explores sibling_relationships and the effects of position within the first two stages of Duvall's family_life_cycle_model among two samples of urban, married, middle-class adults. It examines objective (interactional) and subjective (affective/perceptual) dimensions of sibling relationships, both for specified sibling_pairs and entire cohorts of two or three siblings. Forty Stage I (Married) and thirty Stage_II (Childrearing) participants_were_selected_randomly from marriage and birth_records in Morristown, N.J. between January_and_July of 1985. Respondents completed questionnaire and genogram segments, and were interviewed individually. Three ""Principal"" and six ""Associated"" hypotheses_were_developed to test the basic_premise that ""Sibling Solidarity increases in both objective_and_subjective aspects, as adult siblings progress through consecutive_stages of the Family Life Cycle."" Age of Respondent, Age Range of Cohort, Family Cycle Stage and Birth Order Position emerge as the most influential variables."
12929,"The study explored social workers' knowledge of the mental_health and biopsychosocial issues of adolescent mothers. Adequate knowledge was reported regarding child abuse, sexual abuse, mental health, family structure, socioeconomic issues, impact_of_violence and academic_and_vocational issues. Social workers_reported_higher_levels_of_knowledge regarding developmental and family issues, management of suicide risk, and less but adequate_knowledge regarding rates of depression, impact of loss, sibling dynamics and biological and hereditary_factors associated with adolescent parenthood. The least amount_of_knowledge was reported in regards to the ethnocultural issues_related to early childbearing, and culturally competent service delivery. Formal and informal educational variables predict social_workers knowledge, with experience being named as the best preparation source. The study' indicated that theoretical_orientation has positive and inverse relationships with knowledge, that personal_experience may hamper knowledge acquisition, and that social_work_education may not positively influence personal attitudes."
20396,"Research has demonstrated that a significant_number of youths who have been psychiatrically hospitalized for making a suicide attempt report recurrent suicidal_symptoms or re-attempt during longitudinal follow-up. Disturbed family_functioning and negative global perceptions_of_family_relationships represent a category of risk_factors that has been associated with youth suicidality. However, the degree to which parent-child relational dimensions predict_relapse in the aftermath of adolescents' suicide_attempts has not been determined. This prospective_study_examined_the_extent to which relapse following adolescents' suicide_attempts was linked to the perceived parent-child relationship. Subjects_included 88 adolescents who were psychiatrically hospitalized following a serious suicide attempt, and their primary caretakers (80 mothers, 48 fathers). Interviews conducted shortly after the teens' suicide attempts, and at 6 and 12 months posthospitalization, assessed teens' and parents' perceptions of the parent-child relationship and multiple indices of teens' adjustment (e.g., suicidal ideation, hopelessness, psychopathology, and re-attempts). Analyses indicated that at the group-level, ratings of the parent-child relationship remained relatively stable across the follow-up period, while significant_improvement was observed in teens' adjustment. Fifteen (17.1%) adolescents_reported having made_an_attempt at some point during the follow-up period, with the first 100 days posthospitalization being the Period of highest risk. Teens' ratings of greater conflict_with_fathers_and_paternal harshness, Paternal physical abuse, and diagnosis or higher_symptom_levels_of_mood and disruptive_disorders were the strongest predictors_of_recurrent attempts. Relapse in the form of increasing levels_of_suicidal_ideation or hopelessness was associated with ratings of greater unresolved_conflict and less closeness in the parent-child relationship. At 12 months posthospitalization, the number of mood, disruptive, and substance-related disorders, and presence of an anxiety disorder (GAD), were associated with concurrent or previous measures of the perceived parent-child relationship, especially parental harshness, conflict, and lack of closeness. Generally, the results supported the notion that adolescents' adjustment in the year following a suicide attempt is affected by the quality of the perceived parent-child relationship. The data have implications_for_clinical_interventions_with_suicidal_adolescents and their caretakers."
24046,"The major theme of this study is to demonstrate_the_importance_of_including the underemployed in assessments of ethnic stratification. Particularly, it is argued that this approach presents a more balanced evaluation of the degree of labor_force integration of the Mexican_origin population. Empirically, the prevalence of underemployment among Mexican_origin and whites workers for the 1976-1987 period is analyzed. During this 12-year span, the level of underemployment for Mexican_workers increased from 32 percent to 42 percent, while the white level fluctuated around 21 percent. Models to determine the causes of underemployment were estimated_using_logistic regression. The models evaluate_the_relative_importance_of_human_capital_variables (e.g., age and schooling) and structural variables (e.g., occupation and industrial_sector location) as determinants of underemployment. Results indicate that young, poorly educated Mexican_origin workers_are_more_vulnerable to underemployment than their white counterparts; that Mexicans incumbents in service and low-skill, blue-collar occupations are more susceptible to underemployment than whites in the same occupations; and that the risk of underemployment is greater for Mexicans than their white_counterparts located in the periphery and trade sectors. It was also found that nativity_status has no statistical effect on the propensity for underemployment. But Mexicans with limited_English_proficiency were more likely to be underemployed than their more English proficient peers. To gauge the effect of labor_underutilization on ethnic inequality, the Mexican-white earnings differential is analyzed controlling for employment instability. Results show that employment instability exerts a heavy cost: Mexican_men who experience employment instability earn 37 percent less than their adequately employed counterparts. Last, the underemployed should be included in ethnic_stratification studies focusing on labor_market_outcomes because their exclusion provides a more conservative assessment of inequality. Data for the analyses come from the Current_Population_Survey and the 1976 Survey_of_Income and Education."
30952,"Empathy is a core component of human_relationships and a cornerstone of effective interpersonal skills. Low levels_of_empathy are associated with negative_outcomes while high_empathy contributes to prosocial behaviors. A large_body_of_literature_exists on empathy but as yet there is no comprehensive_review or meta-analysis of empathy_training_programs with client populations. This study is a meta-analysis that includes 24 studies of empathy_training_programs for client populations. The findings_suggest that empathy_training_programs are effective_in_increasing empathy with an overall large_effect_size of g = 0.911. Moderator_analyses_were_conducted on study design variables, program characteristics, and client variables. Moderator analyses_suggest that empathy_training is effective across a variety of client populations and training modalities. One significant_moderator effect related to the way empathy is measured; studies using self-report outcomes show moderate gains in empathy ( g = 0.386) while studies using observer-report outcomes show_large_gains ( g = 1.488). Because of this large difference, the studies were divided by measurement type. Once the studies were divided by outcome type, none of the moderators continued to be significant across both measurement types. So while it appears that empathy_training has a moderate_to_large_effect on increasing empathy, the way empathy is measured is important and moderates the strength of the effect. These findings lead to a discussion on the measurement of empathy, the components of empathy, and the very construct of empathy. The study_concludes_with_recommendations_for_further_research on empathy_training programs."
19701,"The general_purpose_of_this_study is to identify_the_principal_components of governmental policy affecting the Dominican agricultural_sector during the 1966-1986 period, to identify linkages with the macroeconomic policy, and to draw_general_welfare implications. Specific objectives are the following: (1) to identify the private_and_government_institutions dealing with agricultural_and_macroeconomic policies; (2) to identify_and_analyze the economic instruments influencing private_and_government_institutions_involved in agricultural_and_macroeconomic policies; (3) to identify and evaluate the linkages between and among the agricultural_sector and the rest of the economy; and (4) to develop and present a decision-making procedure_for_evaluating the social_benefits_and_costs of Dominican rice_policy on consumers, producers, and taxpayers. Policy instruments analyzed included agricultural credit; price_support schemes; machinery, seeds and irrigation_water subsidies; and direct capital_investment in the sector. The country's self-sufficiency policy goal is analyzed_from_the_perspective of price_support and fertilizer_subsidy alternatives under a second-best economic situation. Social benefits_and_costs are obtained through partial_equilibrium analysis, as well as foreign_exchange savings, distribution effects, and benefit/cost ratios. Results suggest that the policy goal is obtained at a lower government cost and, thus, a more relative efficient state_is_reached by using a fertilizer subsidy. A sensitivity_analysis was conducted. Two scenarios were addressed; first, rice and fertilizer prices were modified to allow prices to increase, and second, parameter_values (elasticities of rice supply, fertilizer demand, and fertilizer production) were modified. In all instances, producers' gain was accompanied with large governmental costs. The relative benefit/cost ratio (change) was greater_than_unity and a reduction in the deadweight losses was obtained under most fertilizer_subsidy alternative situations. The analysis_suggests a need for modification in Dominican agricultural policies to achieve its stated goal of self-sufficiency in rice_production at least cost. The overriding conclusion from this study is that all rice_policy programs analyzed yield less social_welfare than would free_market conditions. Nevertheless, the study_found that suboptimal efficiency improvements were possible with an alternative policy, namely a fertilizer_subsidy program. (Abstract shortened with permission of author.)"
28243,"African Americans came to the North_American_continent by the institution of slavery. As slaves, they were denied_the_rights and opportunities of other immigrant which migrated to this country. One of the opportunities_denied was education. Through legislation, litigation, and the Emancipation_Proclamation many African_American were allowed to become educated in the later 1800s and early 1900s. The educational_experiences that African_American_students_were_allowed to have prior to the late 1960s were through segregated institutions now called Historically_Black_Colleges_and_Universities (HBCU). Today, African_American_students are admitted to many different types of institutions. This study focused on the differences existing between a selected_group_of_African_American_students in attendance at either a historically Black or White_college or university in Mississippi. Comparisons have been made between African_American student populations on Black_and_White_college campuses. Predominantly Black colleges have frequently_served Black_students who otherwise would not have had an opportunity_to_attend college. These institutions pride themselves on the ability_to_meet the needs of financially disadvantaged, academically under-prepared Black_students and improve these deficiencies (Allen, 1985; Allen, 1986; Allen, 1988; Allen, 1992; Crosson, 1991). The subjects for this study were two convenience groups of African_American_undergraduate students--one group in attendance at public historically Black colleges_and_universities_in_Mississippi and a second group attending historically White_colleges_and_universities_in_the_state of Mississippi. The study_included approximately 300 students, (150 from historically Black colleges_and_universities and 150 from historically White colleges and universities). The instrument_used_in_this_study is ""The Diversity In The College Community: A Survey Of Student Opinions And Experiences"". The instrument, developed by Walter R. Allen, sociology professor at UCLA, has been through three pretests and revisions. The pretests were administered in 1979 and 1980 to students_at_the_University_of_Michigan and the University_of_North Carolina. The discriminant_function technique was used to test the H1. The discriminant_function with covariance_was_used_to_test H2-H6. The findings in the study clearly show differences between African_American students. The difference that are most contributing to the plethora_of_literature are in the area of perceived instruction of the HWCU students. African_American_students_experience a lack of encouragement by faculty. This is a problem, if student can not relate to the learning experience learning will not take place. The HBCU_students generally_found faculty on their campuses to be concerned about their well-being and giving encouragement. Based on this study findings these are qualities the HWCU faculty need to replicate. The findings_support the need for faculty to attempt_to_find more ways of showing support_and_encouragement to the students of color. The need to recruit_and_retain_African_American_faculty is a must. African_American_faculty is a novelty on HWCU campuses, but there should be a strong push toward recruitment of these faculty. If they cannot attract, then train the graduate_students present and encourage those students to obtain the degrees which would allow them to become faculty members. The study has merit toward the understanding of African_American_students in Mississippi. African_American_students on HBCU and HWCU college_campuses in Mississippi demonstrate differences, but the differences are expressions of diversity."
6082,"This dissertation_is_concerned_with_the_historical_and_contemporary_relationship between American_culture and subculture. The latter domain is particularized in the New York Bowery which became established as an urban place and theme during the late_nineteenth century. The dialectic between culture and subculture, stimulated by the historical processes of urban-industrialization and by the opposition between poverty_and_affluence in the metropolis, has been accompanied by the symbolic systems of mystification and critical realism. Both symbolic systems have functioned to organize social perceptions on the nature of urban_poverty and Bowery homelessness in such a way as to bring the contradictory viewpoints, ideological differences, and essential meanings into dynamic tension. The intensity and progression of the dialectic, though primarily examined during the late_nineteenth century, is also traced into the modern period. In regards to structure, Chapter 1, ""Background Circumference,"" includes a brief social_history of the Bowery, exploring its development from rural settlement to urban_slum and skid row. Chapter 2, ""Mystification,"" examines related approaches to the construct of urban_poverty in the Bowery which tend toward different degrees of social_distance and obscurity. The symbolic system of mystification is represented by the sensationalistic genre, the urban picturesque school, and by the realism of Jacob Riis's reportage and William_Dean Howells's commentary and fiction. Chapter 3, ""Descent and Discovery,"" contrasts the more removed approaches of those writers working within the framework of mystification with the penetration of urban_space highlighted by the proponents of critical realism. The Bowery sketches of Stephen_Crane and Theodore Dreiser's Sister_Carrie are presented to investigate this more intimate interaction. Chapter 4, ""Bowery Tales,"" continues the discussion on Crane's style of critical realism. Crane's novellas, Maggie: A Girl_of_the_Streets and George's Mother, are studied for their perspectives on American_urban_life in the 1890s. The conclusion transports the dialectic between culture and subculture, and the competing expressions of mystification and critical realism, into our present era. In doing so, that otherwise silent minority, the Bowery homeless, demonstrate the vitality of the dialectic and the generative culture-making process that ensues."
53672,"This study of marginality is aimed towards achievement of an understanding of the phenomenon, as it is experienced by Orthodox_Jewish social_work_students at the Wurzweiler School of Social Work of Yeshiva_University in 1979. Through the theoretical_framework of marginality, the identification and anatomy of conflicts experienced by this group were examined. This, then, provided the basis for the full-scale study, both in terms of conceptualization and measurement. Various assumptions concerning the multiple identifications, commitments, roles, values, and cultures of Orthodox_Jewish social_work_students were described. The work_of_Robert_Park and Everett Stonequist was analyzed in some detail. Various frameworks and definitions around religion and Orthodoxy, the culture and values of the social_work profession, and the meaning of values were explored. The emergent relationships as between religion and profession, in terms of confrontation with secularization, universalism versus particularism as well as absolutism versus relativism were juxtaposed. Personality, culture and culture_shock and concepts such as the ""whole self"" in professional_social_work education, identity, socialization, group membership, and identification were all brought together to constitute the theoretical antecedents of the study. The methodology and design of the research were rooted in Glaser and Strauss's strategy of ""grounded theory"" from which a multi-staged inquiry was developed, and divided into an exploratory stage and a full-scale study stage, the procedures and findings of which formed the body of the study. One hundred ten_students participated. The major_hypothesis of the study, that variations in original value orientations or religious self-descriptions, would constitute the major_factor yielding differential impacts on conflicts and strategies, was fully substantiated. A theoretical_adaptational_model of Orthodox_Jewish social_work students' negotiation with social_work was developed_on_the_basis of grounded theory, that is, via constant interaction with and analysis of the data. The findings, therefore, legitimate and support_the_theory of marginality. Its ensuant implications provide social_work educators with new insights and understandings of a marginal group of students, the nature of their conflicts, and their strategies of negotiation and resolution of conflict."
30618,"Models of lesbian_and_gay_identity_development suggest that identity disclosure is an integral_aspect of the development process. Lesbian self-disclosure of identity was related_to_a_number_of_factors in the literature that have been linked with disclosure. Two hundred thirty-one women from two geographical regions participated in a mail-out survey. The survey measured the number_of_people to whom women had disclosed and whether they had disclosed to family, heterosexual friends, homosexual friends, and coworkers. The survey also included_measures of internalized homophobia, perceived homophobia in family, perceived homophobia in other heterosexuals, feminism, self-esteem, current involvement in a relationship, and a series of demographic questions. The results from multiple_regression_analyses on self-disclosure indicate that the factors associated with self-disclosure differ according to the target of the disclosure. Internalized homophobia was associated with the number_of_categories_of_people_told and whether the woman had disclosed to coworkers and employers; it was not a factor in disclosure_to_friends or family. The perceived homophobia of friends, coworkers and employers, and families was associated with disclosure to these groups. Age was found_to_be_a_factor with disclosure to family and coworkers, as well as amount of disclosure, such that younger_women were more likely to have disclosed_their_sexual_orientation to more categories of people--especially family and coworkers. Feminism was the only factor strongly associated with disclosure to homosexual friends. Cultural differences also were discovered between women from the two geographical locations. Women from Utah were younger, predominantly raised in a conservative_religious faith, and less likely to have a feminist_viewpoint than California women. Utah_women_perceived more homophobia in their families but disclosed to their families at the same rate as California women. Finally, Utah_women had more recently_begun disclosing their sexual_orientation to heterosexual friends. The findings indicate that increasing self-disclosure may be a marker of lesbian_identity development. Results also suggest that theories of the relationship of self-disclosure to identity must include an understanding of the effects of sociopolitical culture on the lesbian self-disclosure process."
36825,"In the United_States and throughout the Americas there exist many communities of multiethnic, multicultural, and multiracial ancestry. These groups represent an aspect of American_Indian_identity that is seldom addressed-the amalgamation of some indigenous_tribes into new ethnic communities. The Creoles of southwest_Louisiana are but one of these communities. Scholars and researchers in the nineteenth_and_twentieth_centuries have declared that many native communities ""died out"" due to disease, malnutrition, and European colonization. Indigenous groups such as the Atakapa Indians in southwest_Louisiana have been dismissed as groups of the ""past"" that no longer exist, they have been cast as one of many ""extinct"" indigenous populations in the Americas. I will argue however, that not only do groups such as the Atakapa still exist, but they exist in a new complex hybrid_form which thrives today within multiethnic and multicultural groups such as the Creole of Color communities in Louisiana, California, and Texas. An extensive_examination of Creoles of Color provides an important case_study for understanding how other multiethnic populations throughout the Americas have blended with Indian groups to create a multiethnic American_Indian diaspora. This project_expands the ways_in_which_racial_identity_and_racial_formation can be articulated within a sociological_and_historical_tradition by noting the two to three hundred_year_history of Creoles as colonial and decolonial hybrids. This study will bring_into_question just exactly who and what are Creoles of Color? The study will also address ways that definitions of this community changed over time due to the economic, social, and political_interests of Anglo Americans entering Louisiana in the late_nineteenth_and_early_twentieth centuries. The project delves into the questions of how and why certain multiethnic populations are or are not recognized as American_Indian communities. The two essential_questions_I_attempt_to_answer in the dissertation are: Do mixed-race Creole populations with American_Indian_ancestry maintain/retain their ethnic_ties to Indian/tribal cultures as they change socially, legally, economically and regionally? Have tribes that were ""wiped out"" in Louisiana disappeared into extinction, or have they blended into a network of multiethnic Creole-Indian enclaves living across the U.S. and in parts of Mexico and the Caribbean? In answering these two questions, I hope to address the ways in which Creoles of Color, as a case study, inform sociological thinking about the cultural, legal, and racial_status of Creoles_and_Indians in the United States."
28128,"The Ohio_River_Valley was the center of the Trans-Appalachian West. Jewish_merchants and land investors operated there during the colonial_and_early_national eras. In the 1820s and 1830s, Jews_began_to_settle permanently; in 1824 the first synagogue was organized in Cincinnati. Though the Valley moved beyond its frontier stage by 1825, it was still a Jewish frontier, a place of contact between the old and the new. The diversity of religious_groups in the Valley made it the first testing-ground for religious_pluralism in America. The Ohio_River Valley's Jewish communities were built by immigrants from Central_Europe in the 1830s-1860s. Jewish migration_patterns were linked to the growth of commerce in the Valley and to similar European background. Jews created networks of business, social, and religious support in small towns throughout the Valley. In most small towns, the dominant Jewish institution was the synagogue, whose activities included mutual aid, philanthropy, and Jewish education. In the mid-nineteenth century, the Ohio_Valley was the center of a movement for an Americanized Reform Judaism. Small Jewish communities there played a vital_role in constructing Reform_Judaism and its institutions. Jews saw themselves--and were seen--as simultaneously similar and different. Emphasizing shared_values and interests, small_town Jews affirmed the notion of ""progress"" central to small-town boosterism. The mass immigration_of_Eastern_European_Jews (1880-1920) coincided with new economic_opportunities in some small Ohio_River towns. The immigrants replenished the population_of_small Jewish communities, even as their integration created challenges. In the 1920s and 1930s, Jewish_population and institutional strength reached their peak in most of the small towns. But from the 1950s through the 1990s, this situation was increasingly unsustainable. Small Jewish communities confronted population loss and the aging of their remaining constituents. In towns all along the Ohio River, congregations were forced to merge or even to disband."
40915,"Social disorganization theory, developed by Shaw_and_McKay (1942) in the early_to_mid 1900s, is usually considered a macro-level theory of criminal_behavior and therefore has been almost exclusively used to explain_variation in crime rates. However, Shaw_and_McKay also discussed how their theory could explain micro-level variation in social controls, peer associations, and delinquency. Little research has focused on this aspect of their theory. In this study the connections between the macro_level theory_of_social_disorganization and the micro_level theories of social bonding and peer_influence were explicated and empirically tested. It was argued that to the degree adolescents' neighborhoods could be considered ""socially disorganized"" they would display attenuated social bonds, a greater_likelihood of associating with delinquent peers, and a greater level of drug use themselves. The macro-level data, used to measure neighborhood characteristics, were from the 1990 census and the micro_level data, used to measure social bonds, peer associations, and drug use, were self-reports from 8th grade students, collected in 1990 in conjunction with an evaluation by a drug_prevention program. Students were linked to neighborhoods by use of their address. Hierarchical Linear Modeling, a technique well suited to the analysis of hierarchically organized data such as those employed here, was used to test the hypotheses. The results are supportive of many of the linkages implied in the integrated_theoretical framework. However, they also suggest that social_disorganization_theory should be revised somewhat to incorporate changes in the structure_of_neighborhoods that have occurred since Shaw_and_McKay wrote their theory."
31712,"The purpose_of_this_investigation_was_to_evaluate the developmental_precursors of orientation to ideal_versus ought standards in a sample of 6-7 yr. old children. Goal orientation can be defined as differential_sensitivity (in perception, self-evaluation, and behavior) to interpersonal or intrapersonal stimuli as a function of the desired and/or undesired outcomes those stimuli represent. Orientations towards particular kinds of goals, the relative_importance of which presumably vary across individuals, are postulated to develop from a combination of temperament and patterns of experience within the process of socialization. Based on self-discrepancy theory (SDT; Higgins, 1987), I proposed a distinction between nurturance-oriented parenting that instills a promotion (ideal) regulatory_focus in children and security-oriented parenting that instills a prevention (ought) regulatory focus. In two factor_analytic studies, a clearly interpretable_factor_structure for parenting_behaviors was obtained using data from two studies--Sears, Maccoby, and Levin (1952), and the Wisconsin Family and Work Study (1995), both conducted when children were 5 years old. These factors_were_labeled nurturance , punishmen , and control , and were proposed to vary according to the goal orientations they are hypothesized to produce in the child. Evidence for the discriminant_validity of the factors was obtained in the third study, wherein distinct_patterns of associations were observed between dimensions of maternal_and_child_temperament and the parenting behavior factors. In the fourth study, children's response latencies to interview questions--reflecting strength of orientation toward a promotion (ideal) focus versus a prevention (ought) focus--were found to be discriminantly predicted_by_parenting_behaviors_and_child temperament. Structural equation_modeling_showed that maternal_nurturance discriminantly predicted strength of orientation to ideal standards, whereas maternal punishment showed independent curvilinear and interactive effects (with maternal control) on strength of orientation to ought standards. Child temperament was observed to be a moderator of the associations between maternal_parenting_behaviors and strength of ideal_versus ought goal orientation. These findings_support_a_developmental_model of the acquisition of goal_orientation and provide_a_framework to study prospectively the motivational and emotional_consequences of goal_orientation to ideal_versus ought standards."
38311,"Approximately fifteen_percent_of_the_population will experience infertility sometime during their reproductive lives. Infertility_is_experienced as a personal crisis with disturbing biological, psychological, and social consequences. Infertile individuals must draw on their personal_strengths and cultures_to_construct_an_understanding of themselves as infertile. Infertility knows no boundaries and crosses gender, cultural, ethnic, and socioeconomic groups. Yet, infertility studies have focused_predominantly on a narrow sample of the infertile population: mainly a homogenous group of Caucasian_women who have substantial educational and financial resources, and who proactively_seek medical resolution. Culturally diverse_populations are not adequately represented in the infertility research and literature. Guided by general systems theory--including a biopsychosocial perspective--and social_construction theory, this dissertation is an exploratory, qualitative, and heuristic study. It attempts to understand infertility as a biopsychosocial phenomenon and to determine_the_specific influences on the narrative_interpretation of infertility by previously_unstudied infertile populations. Ten culturally_diverse_women from Native American, Hispanic, African-American, and Moslem backgrounds are interviewed in depth. No attempt_is_made_to_compare this sample with any other population. Description, analysis, and interpretation_of_the_data focus on the participants' narrative_construction of infertility as women from diverse cultures. The significant categories of influence on their narratives were identified as: ethnicity and culture, life expectations, feelings about self, and support systems. This study_concludes that participants desire resolution. However, based on their personal backgrounds and cultures, participants develop dominant coping strategies--defeatists, resigners, and deniers--which result in ""irresolution"". In each case, participants lacked culturally_sensitive and appropriate opportunities to construct positive narratives of their infertility that could help them to more adequately_resolve their infertility. Social work is identified as an appropriate profession to address the biopsychosocial needs of the infertile populations, particularly culturally diverse populations. Social work professionals should continue to research infertility, as well as provide increased infertility counseling, and promote culturally_sensitive attitudes toward infertility. The social_work_profession should also advocate for the interests of all infertile populations through policy_development and regulation of the medical and insurance industries."
3118,"The purpose_of_this_study is to document the adjustment_process of Chinese_immigrant_children_and_youth in New York_City_during_the_late 1970s: (1) to see if the immigrant_experience is as stressful and disorganizing as the sociological_literature relates for immigrants in the past, (2) to look at the unfolding processes of adapting to a new life in a new country. (3) to pinpoint problem_areas as well as support systems and coping mechanisms, (4) to take note of the changes that have occurred within the family, the school, and the community within the context of a more receptive social_climate than that of past decades, (5) to draw some conclusions as to the level of social and psychological_adjustment attained by these children and youths, and (6) to relate their experiences to sociological theories_pertaining to uprooting, social change, cultural conflict, networking, status and roles, community cohesiveness, minority status, and the like. This study provides specific_information about the community, the institutions, and the social_milieu that the children are catapulted into as well as the actual experiences that the children undergo in their adaptation. The approach is a holistic one, viewing the children in their total setting. Answers_were_sought more along the lines of concrete_manifestations rather than merely on verbal_responses and participant observation, although both these research techniques were employed. The study hypothesizes that with the improved social_climate and the more tolerant attitude of the American_people toward ethnic minorities since the Civil_Rights_Act of 1964, the experiences of new immigrants have been correspondingly more favorable and the immigrant_experience less stressful. The subjects were children_and_youth from three levels of public schools in New York's Chinatown and a suburban ""satellite"" Chinatown. Successful or unsuccessful adjustment was measured by concrete indicators such as school_performance and gang involvement. The children's outlook that immigration was an opportunity for a better life and that education was the channel to their goals provided strong_motivation toward high_academic achievement. Social institutions such as the school, the community, and the family served as strong props in the relatively healthy adjustment experiences of the children. The most disquieting syndrome was the lack_of_parental presence in the home."
27858,"This dissertation_advances_our_understanding of the assimilation processes of post-1965 immigrants and their descendants. In particular, I select issues that have not been intensively examined before, addressing three major_life_events during adulthood, including college education, union formation, and labor_market outcomes, to investigate adaptation_processes_of_immigrants and their offspring. Chapter 2 examines the possible educational pathways the new second immigrant_generation may take during transition to adulthood. To assess their degree of assimilation, I make two levels of comparison. At the first level, I examine horizontal intergenerational_mobility by comparing the educational_status of the new second generation with their parents. I find that the new second-generation youth, as a whole, are doing better than their parents in high_school graduation. However, the pace and degree_of_intergenerational_mobility varies by ethnic backgrounds regarding college education. At the second level, I assess vertical inter-class mobility by comparing the educational_status of the new second generation with the third- and higher-generation non-Hispanic white_peers (mainstream proxy). I find that there is stratification of college_education for interclass mobility. While Mexican Americans are much less likely to attend_college than their third- and higher-generation white counterparts, Cuban Americans and Asian Americans are more likely to go on with college_education than their third- and plus-generation non-Hispanic white generation. Disadvantaged groups, like Mexican Americans and those of other Central-South American_and_Caribbean origins, lag behind in such social_factors as parental human capital, family structure, and family size, which contribute to reduce their likelihood of college_education and probably their eventual lower_status in American stratification system. Chapter 3 examines union_formation processes among young_adults of different immigrant generations during transition to adulthood. As living together without marrying becomes a common_phenomenon among young_adults in American society, one may ask whether immigrant descendants who are raised in ethnic_Asian or Hispanic_families will take the union_formation pattern of cohabitation as their native peers do. This chapter provides strong and robust_evidence regarding that first generation youth are less likely to embrace the alternative union_formation path of cohabitation in the presence of cultural, structural, and contextual controls, as compared to the third and highergeneration non-Hispanic white peers. In addition, the first generation is more likely to take the traditional route of marriage during early adulthood. Chapter 4 shifts the research_attention to examine the economic adaptation processes of contemporary_Asian_and_Hispanic_immigrants in comparison to their native peers in the context of a segmented_labor market. I first re-define the U.S. labor_market into four segments: non-enclave primary segment, non-enclave secondary segment, enclave-primary segment, and enclave-secondary segment. I then focus on the impact of various nativity and immigrant statuses on labor_market outcomes, including labor segment membership, hourly wages, and non-monetary job benefits, among immigrants. I find that native-born and naturalized citizenship are more advantageous statuses than non-permanent residency and permanent residency to incorporate immigrants_and_their_descendants into the mainstream_labor_market and facilitate their attainment of higher_wages and more job benefits. Non-naturalized immigrants are much more likely to be concentrated in ethnic enclaves and in lower_rungs of the open market, and subject to lower pay and fewer_benefits due to their inferior immigrant statuses."
12528,"This study provides six narratives of gay, HIV_positive and multicultural adolescents. Each subject was interviewed twice. A narrative was constructed using only the words of the adolescent. This narrative was taken back to the adolescent for additional contributions. The final narratives yielded 21 individual themes and one central theme. These themes demonstrate how the adolescents coped with cumulative traumas from childhood to adolescence. Being gay_and_HIV_positive was only one of the psychological_stressors in their lives. An outline of a training model for social_workers and a social_history inventory assessment_tool is described. A clinical model for treating gay HIV_positive adolescents is also offered."
45494,"The purpose of the study_was_to_develop_a_valid_and_reliable_instrument_to_measure the perceived economic strain of single-parent and two-parent families. The instrument_was_pilot_tested on a sample of 59 single-mother, 12 single-father, and 164 two-parent families recruited through University of Nevada, Reno classrooms, various social_service agencies, daycare centers, and word-of-mouth. The Economic Strain instrument was self-administered and consisted of 25 items, each with a 5-point Likert_scale of interval level measurement. The construct_validity_and_reliability_of_the_measure were evaluated using factor_analysis and Chronbach's alpha_reliability coefficient. The instrument was found to measure one dimension with excellent_reliability and adequate construct validity. Several of the items, however, need to be re-evaluated and rewritten to improve the construct validity. This study was done as a pilot test for a larger study to be conducted in Nevada in 1993."
179,"Violent political_conflict in Cambodia has persisted for over thirty_years despite a 1991 UN-brokered peace agreement. A 1975-1989 neorealist period created a hostile domestic environment, causing a cycle of violence. The regional balance of power, the acceptability of the use of force, and the primacy of nation-state actors caused this cycle. Hard-line, militaristic domestic_political_leaders ascended because of foreign patronage, and are inherently unwilling to compromise. This combination has sustained the top-down authoritarian approach to political rule, which has concomitantly retarded the organic growth of non-violent civil society. The post-Cold War_international neoliberal shift was flawed. The colonially-constructed state and the externally-driven cycle_of_violence have weakened traditional royal_authority and legitimacy. International negotiations ignored the domestic_context and the need to build trust between individuals and groups. Thus, foreign institution-building is an incomplete step towards conflict_resolution which must also address domestic_political methods, local socioeconomic conditions, and indigenous culture."
2270,"This study_examined how an individual becomes a transitional character in a family, transcending dysfunctional_patterns and practices. Using grounded_theory methodology, the process of transforming what one generation offers the next was explored during in depth_interviews with six transitional characters and two additional family_members from each family. Enlightened understanding emerged_as_the_core_category under which most other strategies could be organized. It was the major integrator of the other processes at work in the resolution of the main_problem the transitional characters held in common, namely, how to reject a harmful lifestyle in the family_of_origin and build a growth producing lifestyle for themselves and their future family. A theory of The Process of Becoming a Transitional Character was developed that shows how becoming a transitional character involved a long, ongoing_process that unfolds over time. The salient_factors in this process are identified."
