"CASEID","AGE","EDUC","RACE","SEX","RELIG","AGE_CATEGORICAL","EDUC_CATEGORICAL","NUMGIVEN","HAPPY","HEALTH","PARTYID","WTSSALL"
19850755,50,12,"white","female","catholic","50s","HS",5,1,3,2,2.0725
19850756,46,19,"white","male","none","40s","Post Graduate",5,2,1,2,1.0363
19850757,66,17,"white","male","none","60+","Post Graduate",0,2,1,0,0.5181
19850758,63,9,"white","female","catholic","60+","No HS",4,1,2,0,0.5181
19850759,76,10,"white","female","protestant","60+","No HS",3,3,3,6,0.5181
19850760,24,16,"white","female","none","20s","College",5,2,1,0,1.0363
19850761,28,16,"white","female","protestant","20s","College",5,2,1,6,0.5181
19850762,39,14,"white","female","protestant","30s","Some College",5,2,1,6,1.5544
19850763,48,14,"white","female","none","40s","Some College",4,3,3,1,0.5181
19850764,34,12,"white","male","protestant","30s","HS",5,1,1,6,1.0363
19850765,34,16,"white","male","protestant","30s","College",3,2,1,6,0.5181
19850766,31,13,"white","female","catholic","30s","Some College",2,2,2,1,0.5181
19850767,37,15,"white","female","protestant","30s","Some College",4,1,1,6,1.5544
19850768,31,12,"white","female","protestant","30s","HS",4,2,3,2,1.0363
19850769,40,6,"hispanic","female","catholic","40s","No HS",3,2,3,5,1.5544
19850770,19,12,"white","female","protestant","20s","HS",3,3,3,5,2.0725
19850771,51,12,"white","female","protestant","50s","HS",3,1,1,6,1.0363
19850772,38,14,"white","female","protestant","30s","Some College",3,2,2,0,1.0363
19850773,61,16,"white","female","protestant","60+","College",2,2,2,6,1.0363
19850774,21,13,"white","female","catholic","20s","Some College",4,1,1,1,1.5544
19850775,68,12,"white","female","protestant","60+","HS",3,1,2,6,1.0363
19850776,50,16,"white","male","catholic","50s","College",2,2,2,6,1.0363
19850777,44,14,"white","male","catholic","40s","Some College",3,2,2,4,2.0725
19850778,56,12,"white","female","protestant","50s","HS",3,3,3,5,0.5181
19850779,69,9,"white","male","catholic","60+","No HS",3,2,2,2,1.0363
19850780,23,13,"white","female","catholic","20s","Some College",3,2,2,1,1.0363
19850781,41,12,"white","female","protestant","40s","HS",5,1,1,1,1.0363
19850782,26,12,"black","male","none","20s","HS",4,2,1,1,1.0363
19850783,31,9,"white","male","protestant","30s","No HS",2,2,2,5,1.0363
19850784,40,12,"white","female","protestant","40s","HS",3,2,1,5,0.5181
19850785,56,16,"white","female","catholic","50s","College",2,2,4,0,1.0363
19850786,28,14,"white","male","protestant","20s","Some College",4,1,2,6,1.0363
19850787,46,12,"white","male","protestant","40s","HS",4,2,2,5,1.0363
19850788,41,17,"white","female","protestant","40s","Post Graduate",2,3,2,1,1.0363
19850789,67,8,"white","female","protestant","60+","No HS",1,1,4,0,2.0725
19850790,39,13,"white","male","protestant","30s","Some College",4,1,1,1,1.0363
19850791,63,1,"white","male","protestant","60+","No HS",3,1,3,0,1.0363
19850792,42,11,"other","female","catholic","40s","No HS",1,2,2,2,1.0363
19850793,70,8,"white","female","protestant","60+","No HS",1,2,3,3,1.0363
19850794,70,12,"white","female","protestant","60+","HS",2,1,2,0,1.0363
19850795,41,12,"white","male","protestant","40s","HS",2,1,2,5,1.0363
19850796,55,12,"white","male","protestant","50s","HS",1,2,3,1,1.0363
19850797,75,13,"white","female","protestant","60+","Some College",2,3,3,2,0.5181
19850798,48,11,"white","female","protestant","40s","No HS",2,1,2,1,1.0363
19850799,60,16,"white","male","protestant","60+","College",5,2,1,6,1.5544
19850800,60,16,"white","male","protestant","60+","College",3,1,2,0,0.5181
19850801,64,16,"white","female","protestant","60+","College",1,1,3,6,1.0363
19850802,29,8,"hispanic","male","catholic","20s","No HS",3,3,3,1,1.0363
19850803,42,13,"hispanic","female","protestant","40s","Some College",6,1,1,1,1.0363
19850804,54,12,"white","male","catholic","50s","HS",0,3,4,0,0.5181
19850805,37,9,"white","female","catholic","30s","No HS",2,3,3,1,0.5181
19850806,24,12,"hispanic","female","catholic","20s","HS",3,2,2,3,1.0363
19850807,32,10,"hispanic","female","protestant","30s","No HS",2,2,2,0,1.5544
19850808,33,12,"hispanic","female","catholic","30s","HS",2,2,1,4,0.5181
19850809,63,8,"white","female","protestant","60+","No HS",1,2,1,1,1.0363
19850810,36,16,"hispanic","male","catholic","30s","College",5,2,1,1,1.0363
19850811,29,12,"white","female","catholic","20s","HS",4,2,2,4,1.0363
19850812,27,6,"asian","female","catholic","20s","No HS",1,3,1,4,1.0363
19850813,27,11,"hispanic","male","catholic","20s","No HS",1,1,2,2,1.0363
19850814,29,14,"hispanic","male","catholic","20s","Some College",1,2,2,2,1.0363
19850815,33,7,"hispanic","male","catholic","30s","No HS",1,2,2,1,1.0363
19850816,23,10,"hispanic","male","catholic","20s","No HS",1,2,3,2,1.0363
19850817,28,12,"hispanic","female","catholic","20s","HS",2,2,2,1,0.5181
19850818,25,13,"hispanic","female","protestant","20s","Some College",3,2,2,1,1.0363
19850819,35,16,"hispanic","female","none","30s","College",1,1,3,5,0.5181
19850820,29,12,"hispanic","female","catholic","20s","HS",4,3,3,0,0.5181
19850821,21,12,"hispanic","female","catholic","20s","HS",3,2,2,1,1.0363
19850822,20,12,"hispanic","female","protestant","20s","HS",2,2,2,1,1.0363
19850823,37,11,"hispanic","male","catholic","30s","No HS",1,1,2,1,1.0363
19850824,54,12,"hispanic","male","catholic","50s","HS",2,1,1,0,1.0363
19850825,47,16,"white","male","protestant","40s","College",6,2,2,4,0.5181
19850826,30,12,"hispanic","male","catholic","30s","HS",6,2,1,2,1.0363
19850827,49,12,"white","female","protestant","40s","HS",3,2,1,5,1.5544
19850828,28,14,"white","male","protestant","20s","Some College",5,1,2,0,0.5181
19850829,22,15,"white","female","none","20s","Some College",4,1,2,1,1.0363
19850830,25,10,"hispanic","female","protestant","20s","No HS",6,1,1,6,0.5181
19850831,74,8,"white","female","protestant","60+","No HS",2,2,1,6,0.5181
19850832,37,9,"hispanic","female","catholic","30s","No HS",4,2,2,1,1.0363
19850833,40,14,"white","female","catholic","40s","Some College",3,2,2,6,1.0363
19850834,36,15,"white","male","catholic","30s","Some College",2,2,2,0,0.5181
19850835,25,12,"white","male","protestant","20s","HS",3,2,2,5,0.5181
19850836,38,16,"white","male","protestant","30s","College",0,2,2,5,0.5181
19850837,28,11,"white","male","catholic","20s","No HS",2,2,2,1,0.5181
19850838,41,12,"white","female","protestant","40s","HS",3,2,2,6,0.5181
19850839,34,14,"white","female","protestant","30s","Some College",5,2,4,1,0.5181
19850840,24,12,"white","male","protestant","20s","HS",5,2,1,2,1.0363
19850841,21,12,"black","female","protestant","20s","HS",2,2,3,1,1.0363
19850842,25,12,"white","male","protestant","20s","HS",6,3,2,4,0.5181
19850843,25,12,"white","male","protestant","20s","HS",2,2,2,2,1.0363
19850844,48,10,"white","male","catholic","40s","No HS",1,2,2,1,1.0363
19850845,26,11,"hispanic","male","catholic","20s","No HS",1,3,1,1,0.5181
19850846,30,17,"white","female","protestant","30s","Post Graduate",3,2,2,3,0.5181
19850847,37,12,"white","female","protestant","30s","HS",2,2,1,1,1.0363
19850848,54,12,"white","female","protestant","50s","HS",2,2,1,3,0.5181
19850849,63,12,"white","female","protestant","60+","HS",4,1,2,4,1.0363
19850850,46,18,"white","male","protestant","40s","Post Graduate",5,1,1,6,1.0363
19850851,35,12,"white","female","protestant","30s","HS",4,3,2,6,1.0363
19850852,47,12,"white","male","protestant","40s","HS",3,1,1,1,1.5544
19850853,38,13,"white","female","protestant","30s","Some College",4,2,2,2,1.0363
19850854,39,13,"white","male","protestant","30s","Some College",3,2,2,5,1.0363
19850855,78,2,"white","female","protestant","60+","No HS",1,1,4,2,1.5544
19850856,50,16,"white","female","protestant","50s","College",4,3,4,1,0.5181
19850857,53,6,"white","male","protestant","50s","No HS",3,3,3,6,1.0363
19850858,66,12,"white","male","protestant","60+","HS",3,2,4,0,1.0363
19850859,76,4,"white","female","protestant","60+","No HS",4,2,3,5,1.0363
19850860,75,7,"white","female","protestant","60+","No HS",4,1,1,1,0.5181
19850861,46,9,"white","male","protestant","40s","No HS",3,3,3,0,1.0363
19850862,20,10,"white","male","protestant","20s","No HS",4,2,3,1,2.0725
19850863,38,12,"white","male","protestant","30s","HS",5,2,2,4,1.0363
19850864,43,12,"white","female","protestant","40s","HS",3,2,3,5,1.0363
19850865,67,11,"white","female","catholic","60+","No HS",3,2,3,0,1.0363
19850866,21,13,"white","female","protestant","20s","Some College",4,2,1,5,1.0363
19850867,46,6,"white","male","protestant","40s","No HS",4,2,2,5,1.5544
19850868,53,11,"white","male","protestant","50s","No HS",5,1,2,1,1.0363
19850869,33,10,"white","male","protestant","30s","No HS",5,2,1,4,1.0363
19850870,80,15,"white","female","protestant","60+","Some College",4,3,2,0,0.5181
19850871,32,16,"white","male","protestant","30s","College",3,2,2,5,1.0363
19850872,22,15,"hispanic","male","other","20s","Some College",3,2,2,1,0.5181
19850873,63,5,"white","male","protestant","60+","No HS",4,3,4,0,1.0363
19850874,33,11,"white","female","protestant","30s","No HS",5,2,2,4,1.0363
19850875,30,17,"white","female","protestant","30s","Post Graduate",5,2,2,5,1.0363
19850876,46,12,"white","female","protestant","40s","HS",2,2,2,1,1.0363
19850877,35,14,"white","male","protestant","30s","Some College",4,2,2,5,1.0363
19850878,43,12,"white","male","catholic","40s","HS",2,2,1,1,1.0363
19850879,32,12,"white","male","protestant","30s","HS",4,1,1,2,1.0363
19850880,35,12,"white","female","protestant","30s","HS",5,3,2,5,1.0363
19850881,27,9,"white","male","protestant","20s","No HS",3,2,2,5,1.0363
19850882,50,12,"white","male","protestant","50s","HS",5,2,3,1,0.5181
19850883,81,6,"white","male","protestant","60+","No HS",0,3,3,0,1.0363
19850884,60,11,"white","female","protestant","60+","No HS",3,2,2,5,0.5181
19850885,59,16,"white","male","protestant","50s","College",2,2,2,1,0.5181
19850886,25,14,"white","female","protestant","20s","Some College",4,3,2,5,0.5181
19850887,49,8,"white","female","protestant","40s","No HS",1,3,4,0,0.5181
19850888,26,12,"white","female","protestant","20s","HS",4,2,1,0,1.0363
19850889,58,12,"white","female","protestant","50s","HS",2,3,3,3,1.0363
19850890,32,12,"white","female","protestant","30s","HS",5,3,1,1,1.0363
19850891,35,14,"white","male","none","30s","Some College",4,2,4,6,0.5181
19850892,69,12,"white","male","protestant","60+","HS",3,1,3,1,1.5544
19850893,62,16,"white","female","protestant","60+","College",6,1,2,0,1.0363
19850894,44,12,"white","female","protestant","40s","HS",3,2,1,5,1.5544
19850895,31,12,"white","male","catholic","30s","HS",2,3,2,1,0.5181
19850896,22,12,"white","male","protestant","20s","HS",4,1,2,1,1.0363
19850897,65,11,"white","male","catholic","60+","No HS",1,1,1,6,1.0363
19850898,64,12,"white","male","protestant","60+","HS",0,2,3,1,1.5544
19850899,81,8,"white","female","protestant","60+","No HS",3,1,2,1,1.0363
19850900,84,12,"white","male","protestant","60+","HS",3,1,1,1,0.5181
19850901,38,12,"white","female","catholic","30s","HS",5,1,2,5,1.0363
19850902,51,14,"white","male","protestant","50s","Some College",5,1,1,1,1.0363
19850903,43,12,"white","male","protestant","40s","HS",0,2,2,3,1.5544
19850904,18,11,"white","male","protestant","20s","No HS",4,3,1,3,1.0363
19850905,26,12,"white","male","protestant","20s","HS",4,2,2,2,1.5544
19850906,56,6,"white","male","protestant","50s","No HS",2,2,2,1,1.5544
19850907,39,10,"white","female","protestant","30s","No HS",0,1,2,6,2.0725
19850908,19,11,"white","female","protestant","20s","No HS",4,2,2,1,2.0725
19850909,58,9,"hispanic","female","protestant","50s","No HS",3,2,2,2,1.5544
19850910,81,12,"white","female","protestant","60+","HS",0,NA,NA,0,0.5181
19850911,36,14,"white","female","protestant","30s","Some College",2,3,2,5,0.5181
19850912,49,10,"white","female","protestant","40s","No HS",2,2,3,3,1.5544
19850913,45,18,"white","male","protestant","40s","Post Graduate",4,2,2,3,0.5181
19850914,33,16,"white","female","catholic","30s","College",5,2,2,2,1.0363
19850915,63,20,"white","male","jewish","60+","Post Graduate",5,2,3,2,2.0725
19850916,47,13,"white","female","protestant","40s","Some College",4,2,2,6,1.0363
19850917,70,12,"white","male","protestant","60+","HS",0,1,3,4,1.0363
19850918,69,10,"white","female","protestant","60+","No HS",3,2,2,0,1.0363
19850919,61,9,"white","male","protestant","60+","No HS",2,2,2,6,1.0363
19850920,74,12,"white","female","catholic","60+","HS",4,2,2,0,0.5181
19850921,26,12,"white","male","protestant","20s","HS",3,1,2,4,0.5181
19850922,28,14,"black","male","none","20s","Some College",3,1,1,2,1.0363
19850923,69,11,"black","male","protestant","60+","No HS",2,2,2,0,0.5181
19850924,28,13,"black","female","protestant","20s","Some College",4,2,2,0,1.5544
19850925,37,12,"black","female","protestant","30s","HS",0,2,1,0,0.5181
19850926,54,12,"white","female","protestant","50s","HS",1,2,1,5,2.0725
19850927,54,14,"white","female","protestant","50s","Some College",3,1,1,6,1.5544
19850928,55,19,"white","female","protestant","50s","Post Graduate",3,2,1,4,1.5544
19850929,32,8,"white","female","protestant","30s","No HS",4,2,3,5,1.0363
19850930,63,11,"white","male","protestant","60+","No HS",5,1,1,3,1.0363
19850931,57,9,"white","male","protestant","50s","No HS",3,1,2,4,1.5544
19850932,59,14,"white","female","protestant","50s","Some College",5,1,4,5,1.0363
19850933,35,12,"white","female","protestant","30s","HS",4,2,2,5,1.0363
19850934,67,7,"white","female","protestant","60+","No HS",2,2,3,3,0.5181
19850935,38,12,"white","female","protestant","30s","HS",3,2,1,4,0.5181
19850936,28,12,"white","male","none","20s","HS",4,1,2,3,1.0363
19850937,21,11,"white","female","protestant","20s","No HS",2,2,2,5,1.0363
19850938,30,9,"white","male","protestant","30s","No HS",1,1,1,6,1.0363
19850939,26,14,"white","female","catholic","20s","Some College",5,2,2,1,0.5181
19850940,68,12,"white","female","protestant","60+","HS",3,1,2,5,1.0363
19850941,63,16,"white","female","protestant","60+","College",5,1,1,4,1.0363
19850942,33,14,"white","female","protestant","30s","Some College",3,1,3,0,1.5544
19850943,23,16,"white","female","protestant","20s","College",3,2,1,3,1.0363
19850944,27,18,"white","female","protestant","20s","Post Graduate",3,1,1,6,0.5181
19850945,75,16,"white","female","protestant","60+","College",1,3,2,0,0.5181
19850946,38,14,"white","male","protestant","30s","Some College",4,2,1,2,0.5181
19850947,36,20,"white","male","protestant","30s","Post Graduate",2,1,2,1,1.0363
19850948,51,18,"white","female","protestant","50s","Post Graduate",5,1,1,0,1.5544
19850949,67,7,"white","female","protestant","60+","No HS",1,2,3,5,1.0363
19850950,20,9,"white","male","none","20s","No HS",1,1,3,3,1.5544
19850951,67,8,"white","male","protestant","60+","No HS",0,2,4,1,1.0363
19850952,54,15,"black","male","protestant","50s","Some College",1,1,1,0,3.1088
19850953,58,5,"black","male","protestant","50s","No HS",0,2,4,0,1.0363
19850954,44,13,"white","female","protestant","40s","Some College",2,3,1,0,1.0363
19850955,46,12,"white","female","protestant","40s","HS",1,2,2,3,1.0363
19850956,53,10,"white","female","protestant","50s","No HS",0,3,3,6,0.5181
19850957,76,7,"white","female","protestant","60+","No HS",2,2,3,3,0.5181
19850958,78,10,"white","female","protestant","60+","No HS",1,2,3,6,0.5181
19850959,39,12,"white","male","protestant","30s","HS",1,3,2,2,1.0363
19850960,24,12,"white","female","catholic","20s","HS",3,3,2,4,0.5181
19850961,25,13,"white","male","none","20s","Some College",4,2,1,1,0.5181
19850962,24,8,"white","male","protestant","20s","No HS",4,3,3,5,1.0363
19850963,22,15,"white","male","protestant","20s","Some College",3,2,1,6,1.0363
19850964,21,14,"white","male","protestant","20s","Some College",4,3,2,5,1.0363
19850965,30,12,"white","male","protestant","30s","HS",4,2,3,3,1.0363
19850966,27,12,"white","male","protestant","20s","HS",1,2,1,3,1.0363
19850967,25,13,"white","female","catholic","20s","Some College",5,2,2,5,1.0363
19850968,28,10,"white","female","none","20s","No HS",4,1,2,5,1.0363
19850969,48,12,"white","male","protestant","40s","HS",5,2,2,1,1.5544
19850970,29,13,"white","male","none","20s","Some College",6,2,2,2,1.0363
19850971,28,11,"white","female","protestant","20s","No HS",5,2,2,5,0.5181
19850972,20,12,"hispanic","female","catholic","20s","HS",2,2,2,5,1.5544
19850973,60,10,"hispanic","female","catholic","60+","No HS",4,2,3,1,0.5181
19850974,NA,17,"black","male","catholic",NA,"Post Graduate",2,2,1,0,0.5181
19850975,27,12,"white","female","protestant","20s","HS",1,2,3,2,1.0363
19850976,25,14,"white","male","none","20s","Some College",4,3,2,2,1.5544
19850977,32,14,"white","male","protestant","30s","Some College",6,2,2,4,1.0363
19850978,34,12,"white","female","protestant","30s","HS",6,2,2,1,1.0363
19850979,52,12,"white","female","protestant","50s","HS",5,2,2,0,1.0363
19850980,27,14,"white","female","none","20s","Some College",5,2,3,2,1.0363
19850981,32,18,"white","male","protestant","30s","Post Graduate",4,2,1,3,1.0363
19850982,25,6,"hispanic","male","protestant","20s","No HS",0,1,2,4,1.0363
19850983,26,12,"white","female","catholic","20s","HS",5,2,2,1,1.0363
19850984,68,9,"white","male","protestant","60+","No HS",3,2,2,1,0.5181
19850985,26,16,"white","male","protestant","20s","College",3,2,1,1,1.0363
19850986,32,12,"asian","female","protestant","30s","HS",4,1,2,1,1.0363
19850987,34,12,"white","female","protestant","30s","HS",3,2,3,1,1.0363
19850988,77,11,"white","female","protestant","60+","No HS",5,1,1,5,0.5181
19850989,62,12,"white","female","protestant","60+","HS",6,3,4,1,0.5181
19850990,27,12,"white","male","catholic","20s","HS",2,1,1,1,0.5181
19850991,67,11,"white","female","protestant","60+","No HS",4,2,2,2,1.0363
19850992,26,12,"white","female","none","20s","HS",2,2,1,1,1.0363
19850993,37,12,"hispanic","female","catholic","30s","HS",3,2,3,1,1.0363
19850994,57,9,"white","male","none","50s","No HS",0,3,4,3,1.0363
19850995,42,14,"white","male","none","40s","Some College",6,1,1,5,1.0363
19850996,79,8,"white","female","protestant","60+","No HS",3,2,4,6,0.5181
19850997,28,16,"white","male","catholic","20s","College",5,2,1,4,1.0363
19850998,33,15,"white","female","none","30s","Some College",6,2,1,2,1.0363
19850999,25,16,"white","female","protestant","20s","College",6,1,1,5,1.0363
19851000,34,16,"white","male","catholic","30s","College",6,1,1,6,0.5181
19851001,29,12,"white","female","protestant","20s","HS",6,2,1,4,1.0363
19851002,54,15,"black","female","other","50s","Some College",4,3,1,1,1.5544
19851003,79,13,"white","female","protestant","60+","Some College",3,1,2,6,0.5181
19851004,59,12,"white","female","protestant","50s","HS",5,2,4,6,0.5181
19851005,52,12,"white","male","protestant","50s","HS",4,2,1,3,0.5181
19851006,36,14,"white","female","other","30s","Some College",4,3,1,2,1.0363
19851007,51,14,"black","female","protestant","50s","Some College",5,2,1,1,1.0363
19851008,49,18,"white","male","protestant","40s","Post Graduate",5,1,2,1,1.0363
19851009,54,19,"white","male","protestant","50s","Post Graduate",3,2,1,3,1.5544
19851010,40,16,"white","male","protestant","40s","College",5,1,1,6,1.0363
19851011,34,12,"white","female","protestant","30s","HS",4,2,1,5,1.5544
19851012,45,16,"white","male","protestant","40s","College",4,2,1,4,1.0363
19851013,23,11,"hispanic","male","catholic","20s","No HS",1,2,2,5,1.5544
19851014,87,12,"white","female","protestant","60+","HS",3,3,1,5,0.5181
19851015,78,14,"white","female","protestant","60+","Some College",1,2,2,5,0.5181
19851016,33,16,"white","male","protestant","30s","College",2,2,1,6,1.0363
19851017,52,8,"white","male","protestant","50s","No HS",3,1,4,1,1.0363
19851018,65,16,"white","female","protestant","60+","College",4,2,3,6,1.5544
19851019,32,12,"white","male","none","30s","HS",2,1,1,2,1.0363
19851020,23,12,"white","female","catholic","20s","HS",5,2,2,6,1.5544
19851021,74,12,"white","female","protestant","60+","HS",2,2,2,0,2.0725
19851022,80,18,"white","male","protestant","60+","Post Graduate",5,2,1,6,0.5181
19851023,51,15,"white","female","protestant","50s","Some College",2,2,2,6,2.0725
19851024,40,20,"other","male","none","40s","Post Graduate",5,2,2,3,1.5544
19851025,59,12,"asian","female","protestant","50s","HS",0,3,3,5,0.5181
19851026,33,14,"white","male","catholic","30s","Some College",1,2,2,5,1.0363
19851027,32,12,"hispanic","female","protestant","30s","HS",3,2,2,1,1.0363
19851028,62,12,"white","male","catholic","60+","HS",3,1,4,1,1.0363
19851029,38,14,"white","female","none","30s","Some College",4,2,2,1,1.0363
19851030,59,12,"white","female","protestant","50s","HS",1,2,4,3,1.0363
19851031,67,12,"white","female","catholic","60+","HS",2,3,4,6,0.5181
19851032,48,8,"white","male","none","40s","No HS",2,3,3,1,1.0363
19851033,65,10,"white","female","protestant","60+","No HS",1,2,3,6,1.0363
19851034,56,8,"white","male","protestant","50s","No HS",3,2,3,6,1.0363
19851035,61,12,"white","female","catholic","60+","HS",0,2,3,2,1.0363
19851036,60,12,"white","female","protestant","60+","HS",3,3,1,1,0.5181
19851037,25,10,"white","female","protestant","20s","No HS",3,2,1,1,1.0363
19851038,40,14,"white","female","protestant","40s","Some College",4,2,1,5,1.0363
19851039,72,13,"white","male","protestant","60+","Some College",3,3,1,5,1.0363
19851040,34,12,"white","male","protestant","30s","HS",2,1,1,6,1.0363
19851041,20,11,"white","male","jewish","20s","No HS",3,1,1,6,0.5181
19851042,58,12,"white","male","protestant","50s","HS",3,3,1,5,1.5544
19851043,22,12,"white","female","protestant","20s","HS",4,1,1,1,1.0363
19851044,46,12,"white","male","catholic","40s","HS",3,3,3,1,0.5181
19851045,75,8,"white","female","protestant","60+","No HS",2,2,2,5,0.5181
19851046,77,7,"white","male","protestant","60+","No HS",1,2,3,5,0.5181
19851047,70,13,"white","female","protestant","60+","Some College",3,1,2,0,0.5181
19851048,87,12,"white","male","protestant","60+","HS",2,2,2,6,0.5181
19851049,70,5,"hispanic","male","catholic","60+","No HS",4,2,3,2,0.5181
19851050,71,2,"hispanic","female","catholic","60+","No HS",4,2,4,5,0.5181
19851051,64,12,"white","male","protestant","60+","HS",1,2,1,4,1.0363
19851052,37,17,"white","female","catholic","30s","Post Graduate",5,1,1,0,1.0363
19851053,32,12,"white","female","protestant","30s","HS",4,2,2,1,1.0363
19851054,49,10,"white","male","protestant","40s","No HS",0,2,4,1,1.5544
19851055,51,17,"white","male","catholic","50s","Post Graduate",5,2,1,6,1.0363
19851056,43,12,"white","female","protestant","40s","HS",5,1,1,6,1.0363
19851057,38,17,"white","female","protestant","30s","Post Graduate",6,2,2,6,0.5181
19851058,46,12,"white","male","other","40s","HS",0,1,1,3,0.5181
19851059,29,12,"white","female","catholic","20s","HS",4,1,3,1,1.0363
19851060,53,16,"white","male","none","50s","College",1,2,3,4,2.0725
19851061,31,16,"white","female","protestant","30s","College",3,1,2,6,1.0363
19851062,33,12,"white","male","protestant","30s","HS",3,2,2,5,1.0363
19851063,25,12,"white","female","none","20s","HS",5,2,1,1,1.0363
19851064,41,12,"white","male","protestant","40s","HS",5,2,3,2,1.0363
19851065,24,15,"white","female","none","20s","Some College",3,1,2,1,1.0363
19851066,50,12,"white","male","protestant","50s","HS",3,2,1,2,1.0363
19851067,43,13,"white","female","protestant","40s","Some College",4,1,1,1,0.5181
19851068,47,16,"white","male","none","40s","College",6,2,1,3,1.0363
19851069,46,12,"white","female","protestant","40s","HS",5,2,2,5,1.5544
19851070,61,14,"white","male","catholic","60+","Some College",4,1,1,4,1.0363
19851071,35,17,"white","female","protestant","30s","Post Graduate",6,1,3,6,1.0363
19851072,41,18,"white","male","other","40s","Post Graduate",4,2,2,2,0.5181
19851073,33,18,"white","male","protestant","30s","Post Graduate",6,2,1,1,1.0363
19851074,44,16,"white","male","protestant","40s","College",5,2,1,5,1.5544
19851075,89,14,"white","male","protestant","60+","Some College",5,2,2,6,0.5181
19851076,65,12,"white","female","catholic","60+","HS",4,2,3,2,0.5181
19851077,19,10,"white","male","protestant","20s","No HS",5,1,1,5,1.0363
19851078,78,12,"white","female","protestant","60+","HS",2,1,2,0,0.5181
19851079,58,12,"white","female","protestant","50s","HS",1,2,2,1,1.0363
19851080,62,10,"hispanic","male","protestant","60+","No HS",3,2,3,2,0.5181
19851081,36,12,"white","male","protestant","30s","HS",5,2,2,5,1.0363
19851082,35,16,"white","male","other","30s","College",4,1,1,5,1.0363
19851083,43,14,"white","female","catholic","40s","Some College",4,2,2,0,1.0363
19851084,45,18,"hispanic","male","catholic","40s","Post Graduate",3,1,2,4,1.5544
19851085,51,14,"white","female","protestant","50s","Some College",3,2,1,6,1.0363
19851086,57,13,"white","female","protestant","50s","Some College",1,1,1,4,0.5181
19851087,61,14,"white","male","catholic","60+","Some College",1,2,2,1,0.5181
19851088,48,17,"white","female","protestant","40s","Post Graduate",6,3,2,5,1.0363
19851089,24,12,"white","male","protestant","20s","HS",4,1,1,6,2.0725
19851090,30,12,"white","female","protestant","30s","HS",4,1,2,4,1.0363
19851091,34,14,"white","male","protestant","30s","Some College",1,1,2,5,1.0363
19851092,22,13,"white","male","protestant","20s","Some College",2,1,1,4,0.5181
19851093,25,14,"white","male","protestant","20s","Some College",5,1,2,6,1.0363
19851094,33,12,"white","male","protestant","30s","HS",5,2,2,0,1.0363
19851095,36,12,"white","male","protestant","30s","HS",5,2,1,1,1.0363
19851096,25,15,"white","female","protestant","20s","Some College",4,1,2,5,1.0363
19851097,25,12,"white","male","protestant","20s","HS",3,1,1,4,1.0363
19851098,21,13,"white","male","protestant","20s","Some College",5,1,1,5,2.0725
19851099,25,15,"white","male","protestant","20s","Some College",5,1,1,6,1.5544
19851100,58,13,"white","male","none","50s","Some College",3,2,2,4,1.0363
19851101,39,18,"white","male","protestant","30s","Post Graduate",3,2,1,4,1.0363
19851102,36,11,"white","female","protestant","30s","No HS",1,2,2,2,1.5544
19851103,19,12,"white","male","protestant","20s","HS",5,1,1,6,1.5544
19851104,40,12,"white","male","protestant","40s","HS",5,2,1,5,1.5544
19851105,40,16,"white","male","protestant","40s","College",6,2,1,4,1.0363
19851106,18,11,"white","male","protestant","20s","No HS",4,1,1,4,1.5544
19851107,70,8,"white","female","protestant","60+","No HS",3,2,2,1,1.5544
19851108,32,12,"white","female","protestant","30s","HS",4,1,1,5,1.0363
19851109,36,20,"white","male","catholic","30s","Post Graduate",4,2,1,5,1.0363
19851110,44,12,"white","female","catholic","40s","HS",2,2,1,1,1.0363
19851111,28,12,"white","female","catholic","20s","HS",4,1,2,5,1.0363
19851112,61,13,"white","male","catholic","60+","Some College",3,1,1,0,1.0363
19851113,26,12,"white","male","catholic","20s","HS",3,2,2,3,1.0363
19851114,32,12,"white","female","protestant","30s","HS",4,2,1,5,2.0725
19851115,45,12,"white","male","catholic","40s","HS",0,1,1,0,1.5544
19851116,63,11,"white","female","catholic","60+","No HS",5,2,2,1,1.0363
19851117,61,12,"white","female","catholic","60+","HS",3,2,2,0,0.5181
19851118,28,9,"white","female","protestant","20s","No HS",1,2,2,1,0.5181
19851119,56,8,"white","female","protestant","50s","No HS",1,1,1,3,1.0363
19851120,66,12,"white","female","protestant","60+","HS",1,1,2,6,0.5181
19851121,57,6,"black","female","protestant","50s","No HS",3,3,3,0,1.0363
19851122,65,12,"white","female","protestant","60+","HS",1,2,3,5,0.5181
19851123,52,19,"white","male","protestant","50s","Post Graduate",3,1,1,1,1.5544
19851124,58,9,"white","female","catholic","50s","No HS",4,3,2,1,0.5181
19851125,61,12,"white","female","protestant","60+","HS",3,2,2,6,1.0363
19851126,33,18,"white","male","none","30s","Post Graduate",6,2,3,3,0.5181
19851127,26,17,"white","female","protestant","20s","Post Graduate",4,3,2,1,2.5907
19851128,32,13,"white","male","protestant","30s","Some College",4,1,1,5,1.0363
19851129,58,16,"white","male","protestant","50s","College",3,1,2,4,0.5181
19851130,39,12,"white","male","protestant","30s","HS",3,2,1,4,1.0363
19851131,60,11,"white","female","protestant","60+","No HS",2,2,3,1,1.0363
