"ids"	"type"	"gender"	"grade96"	"grade97"	"race"	"missing96"	"missing97"
889008	"student"	"female"	10	11	"black"	0	0
889009	"student"	"male"	12	13	"white"	0	1
889010	"student"	"male"	12	13	"black"	0	1
889011	"student"	"female"	12	13	"black"	0	1
889012	"student"	"female"	12	13	"white"	0	1
889013	"student"	"female"	12	13	"white"	0	1
889014	"student"	"female"	12	13	"Asian"	0	1
889015	"student"	"female"	12	13	"white"	0	1
889016	"student"	"male"	12	13	"white"	0	1
889017	"student"	"female"	12	13	"white"	0	1
889018	"student"	"male"	12	13	"white"	0	1
889019	"student"	"male"	12	13	"Asian"	0	1
889020	"student"	"female"	12	13	"black"	0	1
889021	"student"	"female"	12	13	"white"	0	1
889022	"student"	"male"	12	13	"black"	0	1
889023	"student"	"female"	12	13	"white"	0	1
889024	"student"	"female"	12	13	"white"	0	1
889025	"student"	"female"	12	13	"white"	0	1
889026	"student"	"female"	12	13	"white"	0	1
889027	"student"	"female"	12	13	"white"	0	1
889028	"student"	"male"	12	13	"white"	0	1
889029	"student"	"female"	12	13	"white"	0	1
889030	"student"	"male"	12	13	"black"	0	1
889031	"student"	"female"	12	13	"black"	0	1
889032	"student"	"male"	12	13	"white"	0	1
889033	"student"	"male"	12	13	"white"	0	1
889034	"student"	"male"	12	13	"white"	0	1
889035	"student"	"male"	12	13	"black"	0	1
889036	"student"	"male"	12	13	"white"	0	1
889037	"student"	"female"	12	13	"black"	0	1
889038	"student"	"male"	12	13	"black"	0	1
889039	"student"	"male"	12	13	"white"	0	1
889040	"student"	"female"	12	13	"white"	0	1
889041	"student"	"female"	12	13	"black"	0	1
889042	"student"	"female"	12	13	"white"	0	1
889043	"student"	"female"	12	13	"white"	0	1
889044	"student"	"female"	10	11	"white"	0	0
889045	"student"	"female"	12	13	"white"	0	1
889046	"student"	"female"	12	13	"Asian"	0	1
889047	"student"	"female"	12	13	"white"	0	1
889048	"student"	"female"	12	13	"black"	0	1
889049	"student"	"female"	12	13	"white"	0	1
889050	"student"	"female"	8	9	"black"	0	0
889051	"student"	"male"	12	13	"white"	0	1
889052	"student"	"female"	12	13	"white"	0	1
889053	"student"	"male"	12	13	"white"	0	1
889054	"student"	"female"	8	9	"black"	0	0
889055	"student"	"male"	12	13	"white"	0	1
889056	"student"	"female"	12	13	"white"	0	1
889057	"student"	"female"	12	13	"white"	0	1
889058	"student"	"female"	12	13	"white"	0	1
889059	"student"	"female"	12	13	"white"	0	1
889060	"student"	"female"	12	13	"white"	0	1
889061	"student"	"female"	8	9	"black"	0	0
889062	"student"	"female"	12	13	"black"	0	1
889063	"student"	"female"	12	13	"black"	0	1
889064	"student"	"female"	10	11	"white"	0	0
889065	"student"	"male"	11	12	"white"	0	0
889066	"student"	"female"	9	10	"white"	0	0
889067	"student"	"female"	8	9	"white"	0	0
889068	"student"	"female"	12	13	"white"	0	1
889069	"student"	"female"	12	13	"white"	0	1
889070	"student"	"male"	12	13	"Asian"	0	1
889071	"student"	"male"	12	13	"white"	0	1
889072	"student"	"female"	8	9	"white"	0	0
889073	"student"	"male"	12	13	"white"	0	1
889074	"student"	"female"	12	13	"white"	0	1
889075	"student"	"female"	12	13	"black"	0	1
889076	"student"	"female"	12	13	"white"	0	1
889077	"student"	"female"	9	10	"Asian"	0	0
889078	"student"	"female"	12	13	"white"	0	1
889079	"student"	"female"	12	13	"white"	0	1
889080	"student"	"female"	12	13	"white"	0	1
889081	"student"	"female"	12	13	"white"	0	1
889082	"student"	"female"	12	13	"white"	0	1
889083	"student"	"female"	12	13	"white"	0	1
889084	"student"	"female"	12	13	"white"	0	1
889085	"student"	"female"	12	13	"Hispanic"	0	1
889086	"student"	"female"	12	13	"white"	0	1
889087	"student"	"female"	12	13	"black"	0	1
889088	"student"	"male"	12	13	"white"	0	1
889089	"student"	"male"	9	10	"black"	0	1
889090	"student"	"male"	12	13	"white"	0	1
889091	"student"	"female"	10	11	"black"	0	1
889092	"student"	"female"	12	13	"white"	0	1
889093	"student"	"male"	10	11	"white"	0	1
889094	"student"	"female"	8	9	"white"	0	1
889095	"student"	"male"	10	11	"white"	0	1
889096	"student"	"male"	8	9	"white"	0	1
889097	"student"	"female"	10	11	"white"	0	1
889098	"student"	"male"	12	13	"white"	0	1
889099	"student"	"male"	9	10	"white"	0	1
889100	"student"	"female"	10	11	"white"	0	1
889101	"student"	"female"	10	11	"white"	0	1
889102	"student"	"female"	10	11	"white"	0	1
889103	"student"	"female"	8	9	"black"	0	1
